Package,File Name,Application Name,Generic Name
wmsysmon,wmsysmon.desktop,wmsysmon,
wmweather,wmweather.desktop,wmweather,
wolf4sdl,wolf4sdl.desktop,Wolf4SDL,
wordgrinder-x11,wordgrinder.desktop,WordGrinder,
wordnet-gui,wordnet.desktop,WordNet,lexical database of English
wordwarvi,wordwarvi.desktop,Word War vi,
worker,worker.desktop,Worker,File Manager
workrave,workrave.desktop,Workrave,
wpagui,wpa_gui.desktop,wpa_gui,wpa_supplicant user interface
wrapperfactory.app,WrapperFactory.desktop,WrapperFactory,
wsjtx,message_aggregator.desktop,Message Aggregator,
wsjtx,wsjtx.desktop,wsjtx,
wxglade,wxGlade.desktop,wxGlade,wxGlade
wxhexeditor,wxHexEditor.desktop,wxHexEditor,wxHexEditor
wxmaxima,io.github.wxmaxima_developers.wxMaxima.desktop,wxMaxima,GUI for Maxima
x-tile,x-tile.desktop,X Tile,
x11vnc,x11vnc.desktop,X11VNC Server,
x2goclient,x2goclient.desktop,X2Go Client,
x2godesktopsharing,x2godesktopsharing.desktop,X2Go Desktop Sharing,Share your Desktop with X2Go
x2goserver-fmbindings,x2gofm.desktop,x2gofm,
x2gothinclient-minidesktop,x2gothinclient-minidesktop.desktop,X2Go Client,
x2gothinclient-minidesktop,x2gothinclient-x-www-browser.desktop,Web Browser,X Web Browser
x3270,x3270.desktop,x3270,
xabacus,xabacus.desktop,Xabacus,Abacus ancient calculator
xaos,xaos.desktop,XaoS,Fractal generator
xarchiver,xarchiver.desktop,Xarchiver,Archive manager
xastir,xastir.desktop,Xastir,
xball,xball.desktop,XBall,
xbill,xbill.desktop,XBill,
xboard,xboard-config.desktop,Xboard,X-windows chess board
xboard,xboard-fen-viewer.desktop,Xboard,X-windows chess board
xboard,xboard-pgn-viewer.desktop,Xboard,X-windows chess board
xboard,xboard-tourney.desktop,Xboard,X-windows chess board
xboard,xboard.desktop,Xboard,Chess Game
xbomb,xbomb.desktop,xbomb,"'minesweeper' game with squares, hexagons or triangles"
xca,xca.desktop,XCA,
xcas,xcas.desktop,Xcas,Computer Algebra System
xcfa,xcfa.desktop,XCFA,Audio Format Converter
xchm,xchm.desktop,xCHM,
xcrysden,xcrysden.desktop,XCrySDen,
xdemineur,xdemineur.desktop,Xdemineur,
xdesktopwaves,xdesktopwaves-start.desktop,xdesktopwaves: start,
xdesktopwaves,xdesktopwaves-stop.desktop,xdesktopwaves: stop,
xdg-desktop-portal-gtk,xdg-desktop-portal-gtk.desktop,Portal,
xdg-desktop-portal-kde,org.freedesktop.impl.portal.desktop.kde.desktop,Portal,
xdot,xdot.desktop,XDot,
xdx,Xdx.desktop,Xdx,
xfburn,xfburn.desktop,Xfburn,Disk Burning
xfce4-appfinder,xfce4-appfinder.desktop,Application Finder,
xfce4-appfinder,xfce4-run.desktop,Run Program...,
xfce4-clipman,xfce4-clipman-settings.desktop,Clipboard Manager Settings,
xfce4-clipman,xfce4-clipman.desktop,Clipboard Manager,
xfce4-dict,xfce4-dict.desktop,Dictionary,Dictionary Client
xfce4-notifyd,xfce4-notifyd-config.desktop,Notifications,
xfce4-panel,panel-desktop-handler.desktop,Create Launcher on the panel,
xfce4-panel,panel-preferences.desktop,Panel,
xfce4-power-manager,xfce4-power-manager-settings.desktop,Power Manager,Power Manager
xfce4-screenshooter,xfce4-screenshooter.desktop,Screenshot,
xfce4-sensors-plugin,xfce4-sensors.desktop,Sensor Viewer,Sensor Values Viewer
xfce4-session,xfce-session-settings.desktop,Session and Startup,
xfce4-session,xfce4-session-logout.desktop,Log Out,
xfce4-settings,xfce-display-settings.desktop,Display,
xfce4-settings,xfce-keyboard-settings.desktop,Keyboard,
xfce4-settings,xfce-mouse-settings.desktop,Mouse and Touchpad,
xfce4-settings,xfce-settings-manager.desktop,Settings Manager,
xfce4-settings,xfce-ui-settings.desktop,Appearance,
xfce4-settings,xfce4-accessibility-settings.desktop,Accessibility,
xfce4-settings,xfce4-color-settings.desktop,Colour Profiles,
xfce4-settings,xfce4-file-manager.desktop,File Manager,
xfce4-settings,xfce4-mail-reader.desktop,Mail Reader,
xfce4-settings,xfce4-mime-settings.desktop,Default Applications,
xfce4-settings,xfce4-settings-editor.desktop,Settings Editor,
xfce4-settings,xfce4-terminal-emulator.desktop,Terminal Emulator,
xfce4-settings,xfce4-web-browser.desktop,Web Browser,
xfce4-taskmanager,xfce4-taskmanager.desktop,Task Manager,Task Manager
xfce4-terminal,xfce4-terminal-settings.desktop,Xfce Terminal Settings,
xfce4-terminal,xfce4-terminal.desktop,Xfce Terminal,Terminal Emulator
xfdesktop4,xfce-backdrop-settings.desktop,Desktop,
xfe,xfe.desktop,Xfe,File Manager
xfe,xfi.desktop,Xfimage,Image Viewer
xfe,xfp.desktop,Xfpack,Package Manager
xfe,xfw.desktop,Xfwrite,Text Editor
xfig,xfig.desktop,xfig,
xfwm4,xfce-wm-settings.desktop,Window Manager,
xfwm4,xfce-wmtweaks-settings.desktop,Window Manager Tweaks,
xfwm4,xfce-workspaces-settings.desktop,Workspaces,
xgalaga++,xgalaga++.desktop,xgalaga++,vertical shooter
xgalaga,xgalaga-hyperspace.desktop,Galaga:Hyperspace,
xgalaga,xgalaga.desktop,Galaga,
xgnokii,xgnokii.desktop,Xgnokii,Mobile Phone Suite
xhtml2ps,xhtml2ps.desktop,xhtml2ps,
xine-ui,xine.desktop,,
xineliboutput-fbfe,vdr-fbfe.desktop,VDR FrameBuffer Frontend,
xineliboutput-sxfe,vdr-sxfe.desktop,VDR X-Frontend,
xinput-calibrator,xinput_calibrator.desktop,Calibrate Touchscreen,
xiphos,xiphos.desktop,Xiphos Bible Guide,
xiterm+thai,xiterm+thai.desktop,Thai X terminal,
xjadeo,xjadeo.desktop,Xjadeo,X jack video monitor
xjig,xjig-random.desktop,xjig (Random Picture),
xjig,xjig.desktop,xjig,
xjump,xjump.desktop,XJump,
xkeycaps,xkeycaps.desktop,xkeycaps,
xlog,xlog.desktop,Xlog,
xmabacus,xmabacus.desktop,XMabacus,Abacus ancient calculator
xmahjongg,xmahjongg.desktop,xmahjongg,
xmakemol,xmakemol.desktop,XMakemol,Molecule Viewer
xmakemol-gl,xmakemol.desktop,XMakemol,Molecule Viewer
xmaxima,xmaxima.desktop,Maxima Algebra System,Computer Algebra System
xmlcopyeditor,xmlcopyeditor.desktop,XML Copy Editor,XML Editor
xmonad,xmonad.desktop,Xmonad,
xmotd,xmotd.desktop,Message of the day,Message of the day display
xmoto,xmoto.desktop,Xmoto,Motocross game
xmountains,xmountains.desktop,Xmountains,
xmpsolve,xmpsolve.desktop,MPSolve,Polynomial solver
xmpuzzles,xmbarrel.desktop,xmbarrel,barrel game
xmpuzzles,xmcubes.desktop,xmcubes,cubes game
xmpuzzles,xmdino.desktop,xmdino,dino game
xmpuzzles,xmhexagons.desktop,xmhexagons,hexagons game
xmpuzzles,xmmball.desktop,xmmball,mball game
xmpuzzles,xmmlink.desktop,xmmlink,mlink game
xmpuzzles,xmoct.desktop,xmoct,oct game
xmpuzzles,xmpanex.desktop,xmpanex,panex game
xmpuzzles,xmpyraminx.desktop,xmpyraminx,pyraminx game
xmpuzzles,xmrubik.desktop,xmrubik,rubik game
xmpuzzles,xmskewb.desktop,xmskewb,skewb game
xmpuzzles,xmtriangles.desktop,xmtriangles,triangles game
xnec2c,xnec2c.desktop,Xnec2c,GTK+ version of NEC2
xonix,xonix.desktop,Xonix,
xoscope,net.sourceforge.xoscope.desktop,xoscope,Digital oscilloscope
xosview,xosview.desktop,Xosview,
xournal,xournal.desktop,Xournal,
xpad,xpad.desktop,Xpad,Sticky Notes
xpaint,xpaint.desktop,XPaint,
xpdf,xpdf.desktop,xpdf,PDF viewer
xperia-flashtool,flashtool.desktop,Xperia FlashTool,Xperia FlashTool
xpra,xpra-gui.desktop,Xpra,
xpra,xpra-launcher.desktop,Xpra Launcher,
xpra,xpra-shadow.desktop,Xpra Shadow Server,
xpra,xpra.desktop,Xpra Attach,
xpuzzles,xbarrel.desktop,xbarrel,barrel game
xpuzzles,xcubes.desktop,xcubes,cubes game
xpuzzles,xdino.desktop,xdino,dino game
xpuzzles,xhexagons.desktop,xhexagons,hexagons game
xpuzzles,xmball.desktop,xmball,mball game
xpuzzles,xmlink.desktop,xmlink,mlink game
xpuzzles,xoct.desktop,xoct,oct game
xpuzzles,xpanex.desktop,xpanex,panex game
xpuzzles,xpyraminx.desktop,xpyraminx,pyraminx game
xpuzzles,xrubik.desktop,xrubik,rubik game
xpuzzles,xskewb.desktop,xskewb,skewb game
xpuzzles,xtriangles.desktop,xtriangles,triangles game
xqf,xqf.desktop,XQF Game Server Browser,Game Server Browser
xrdesktop,org.xrdesktop.settings.desktop,xrdesktop Settings,
xsane,xsane.desktop,XSane,Image scanning program
xscavenger,xscavenger.desktop,XScavenger,
xscorch,xscorch.desktop,Xscorch,
xscreensaver,xscreensaver-properties.desktop,Screensaver,
xscreensaver-data,abstractile.desktop,Abstractile,
xscreensaver-data,binaryring.desktop,BinaryRing,
xscreensaver-data,cwaves.desktop,CWaves,
xscreensaver-data,deco.desktop,Deco,
xscreensaver-data,distort.desktop,Distort,
xscreensaver-data,fiberlamp.desktop,Fiberlamp,
xscreensaver-data,fuzzyflakes.desktop,FuzzyFlakes,
xscreensaver-data,galaxy.desktop,Galaxy,
xscreensaver-data,hexadrop.desktop,Hexadrop,
xscreensaver-data,m6502.desktop,m6502,
xscreensaver-data,metaballs.desktop,MetaBalls,
xscreensaver-data,penrose.desktop,Penrose,
xscreensaver-data,ripples.desktop,Ripples,
xscreensaver-data,scooter.desktop,Scooter,
xscreensaver-data,shadebobs.desktop,ShadeBobs,
xscreensaver-data,slidescreen.desktop,SlideScreen,
xscreensaver-data,swirl.desktop,Swirl,
xscreensaver-data,tessellimage.desktop,Tessellimage,
xscreensaver-data,xlyap.desktop,XLyap,
xscreensaver-data-extra,anemone.desktop,Anemone,
xscreensaver-data-extra,anemotaxis.desktop,Anemotaxis,
xscreensaver-data-extra,apollonian.desktop,Apollonian,
xscreensaver-data-extra,apple2.desktop,Apple2,
xscreensaver-data-extra,attraction.desktop,Attraction,
xscreensaver-data-extra,barcode.desktop,Barcode,
xscreensaver-data-extra,blaster.desktop,Blaster,
xscreensaver-data-extra,blitspin.desktop,BlitSpin,
xscreensaver-data-extra,bouboule.desktop,Bouboule,
xscreensaver-data-extra,boxfit.desktop,BoxFit,
xscreensaver-data-extra,braid.desktop,Braid,
xscreensaver-data-extra,bumps.desktop,Bumps,
xscreensaver-data-extra,ccurve.desktop,CCurve,
xscreensaver-data-extra,celtic.desktop,Celtic,
xscreensaver-data-extra,cloudlife.desktop,CloudLife,
xscreensaver-data-extra,compass.desktop,Compass,
xscreensaver-data-extra,coral.desktop,Coral,
xscreensaver-data-extra,crystal.desktop,Crystal,
xscreensaver-data-extra,cynosure.desktop,Cynosure,
xscreensaver-data-extra,decayscreen.desktop,DecayScreen,
xscreensaver-data-extra,deluxe.desktop,Deluxe,
xscreensaver-data-extra,demon.desktop,Demon,
xscreensaver-data-extra,discrete.desktop,Discrete,
xscreensaver-data-extra,drift.desktop,Drift,
xscreensaver-data-extra,epicycle.desktop,Epicycle,
xscreensaver-data-extra,eruption.desktop,Eruption,
xscreensaver-data-extra,euler2d.desktop,Euler2D,
xscreensaver-data-extra,fadeplot.desktop,FadePlot,
xscreensaver-data-extra,filmleader.desktop,FilmLeader,
xscreensaver-data-extra,fireworkx.desktop,Fireworkx,
xscreensaver-data-extra,flame.desktop,Flame,
xscreensaver-data-extra,flow.desktop,Flow,
xscreensaver-data-extra,fluidballs.desktop,FluidBalls,
xscreensaver-data-extra,fontglide.desktop,FontGlide,
xscreensaver-data-extra,glitchpeg.desktop,GlitchPEG,
xscreensaver-data-extra,goop.desktop,Goop,
xscreensaver-data-extra,grav.desktop,Grav,
xscreensaver-data-extra,greynetic.desktop,Greynetic,
xscreensaver-data-extra,halftone.desktop,Halftone,
xscreensaver-data-extra,halo.desktop,Halo,
xscreensaver-data-extra,helix.desktop,Helix,
xscreensaver-data-extra,hopalong.desktop,Hopalong,
xscreensaver-data-extra,ifs.desktop,IFS,
xscreensaver-data-extra,imsmap.desktop,IMSMap,
xscreensaver-data-extra,interaggregate.desktop,Interaggregate,
xscreensaver-data-extra,interference.desktop,Interference,
xscreensaver-data-extra,intermomentary.desktop,Intermomentary,
xscreensaver-data-extra,julia.desktop,Julia,
xscreensaver-data-extra,kaleidescope.desktop,Kaleidescope,
xscreensaver-data-extra,kumppa.desktop,Kumppa,
xscreensaver-data-extra,lcdscrub.desktop,LCDscrub,
xscreensaver-data-extra,loop.desktop,Loop,
xscreensaver-data-extra,maze.desktop,Maze,
xscreensaver-data-extra,memscroller.desktop,MemScroller,
xscreensaver-data-extra,moire.desktop,Moire,
xscreensaver-data-extra,moire2.desktop,Moire2,
xscreensaver-data-extra,mountain.desktop,Mountain,
xscreensaver-data-extra,munch.desktop,Munch,
xscreensaver-data-extra,nerverot.desktop,NerveRot,
xscreensaver-data-extra,noseguy.desktop,NoseGuy,
xscreensaver-data-extra,pacman.desktop,Pacman,
xscreensaver-data-extra,pedal.desktop,Pedal,
xscreensaver-data-extra,penetrate.desktop,Penetrate,
xscreensaver-data-extra,petri.desktop,Petri,
xscreensaver-data-extra,phosphor.desktop,Phosphor,
xscreensaver-data-extra,piecewise.desktop,Piecewise,
xscreensaver-data-extra,polyominoes.desktop,Polyominoes,
xscreensaver-data-extra,pong.desktop,Pong,
xscreensaver-data-extra,pyro.desktop,Pyro,
xscreensaver-data-extra,qix.desktop,Qix,
xscreensaver-data-extra,rd-bomb.desktop,RDbomb,
xscreensaver-data-extra,rocks.desktop,Rocks,
xscreensaver-data-extra,rorschach.desktop,Rorschach,
xscreensaver-data-extra,rotzoomer.desktop,RotZoomer,
xscreensaver-data-extra,sierpinski.desktop,Sierpinski,
xscreensaver-data-extra,slip.desktop,Slip,
xscreensaver-data-extra,speedmine.desktop,SpeedMine,
xscreensaver-data-extra,spotlight.desktop,Spotlight,
xscreensaver-data-extra,squiral.desktop,Squiral,
xscreensaver-data-extra,starfish.desktop,Starfish,
xscreensaver-data-extra,strange.desktop,Strange,
xscreensaver-data-extra,substrate.desktop,Substrate,
xscreensaver-data-extra,thornbird.desktop,Thornbird,
xscreensaver-data-extra,triangle.desktop,Triangle,
xscreensaver-data-extra,truchet.desktop,Truchet,
xscreensaver-data-extra,twang.desktop,Twang,
xscreensaver-data-extra,vermiculate.desktop,Vermiculate,
xscreensaver-data-extra,vfeedback.desktop,VFeedback,
xscreensaver-data-extra,vidwhacker.desktop,VidWhacker,
xscreensaver-data-extra,wander.desktop,Wander,
xscreensaver-data-extra,whirlwindwarp.desktop,WhirlWindWarp,
xscreensaver-data-extra,wormhole.desktop,Wormhole,
xscreensaver-data-extra,xanalogtv.desktop,XAnalogTV,
xscreensaver-data-extra,xflame.desktop,XFlame,
xscreensaver-data-extra,xjack.desktop,XJack,
xscreensaver-data-extra,xmatrix.desktop,XMatrix,
xscreensaver-data-extra,xrayswarm.desktop,XRaySwarm,
xscreensaver-data-extra,xspirograph.desktop,XSpirograph,
xscreensaver-data-extra,zoom.desktop,Zoom,
xscreensaver-gl,antinspect.desktop,AntInspect,
xscreensaver-gl,antspotlight.desktop,AntSpotlight,
xscreensaver-gl,atunnel.desktop,Atunnel,
xscreensaver-gl,beats.desktop,Beats,
xscreensaver-gl,blinkbox.desktop,BlinkBox,
xscreensaver-gl,bubble3d.desktop,Bubble3D,
xscreensaver-gl,circuit.desktop,Circuit,
xscreensaver-gl,cityflow.desktop,Cityflow,
xscreensaver-gl,covid19.desktop,COVID19,
xscreensaver-gl,crumbler.desktop,Crumbler,
xscreensaver-gl,cubestack.desktop,CubeStack,
xscreensaver-gl,cubestorm.desktop,CubeStorm,
xscreensaver-gl,cubetwist.desktop,CubeTwist,
xscreensaver-gl,discoball.desktop,Discoball,
xscreensaver-gl,dymaxionmap.desktop,DymaxionMap,
xscreensaver-gl,endgame.desktop,Endgame,
xscreensaver-gl,energystream.desktop,EnergyStream,
xscreensaver-gl,engine.desktop,Engine,
xscreensaver-gl,esper.desktop,Esper,
xscreensaver-gl,etruscanvenus.desktop,EtruscanVenus,
xscreensaver-gl,flipflop.desktop,FlipFlop,
xscreensaver-gl,flipscreen3d.desktop,FlipScreen3D,
xscreensaver-gl,flyingtoasters.desktop,FlyingToasters,
xscreensaver-gl,gears.desktop,Gears,
xscreensaver-gl,geodesic.desktop,Geodesic,
xscreensaver-gl,geodesicgears.desktop,GeodesicGears,
xscreensaver-gl,gflux.desktop,GFlux,
xscreensaver-gl,gibson.desktop,Gibson,
xscreensaver-gl,glblur.desktop,GLBlur,
xscreensaver-gl,glcells.desktop,GLCells,
xscreensaver-gl,gleidescope.desktop,Gleidescope,
xscreensaver-gl,glknots.desktop,GLKnots,
xscreensaver-gl,glmatrix.desktop,GLMatrix,
xscreensaver-gl,glschool.desktop,GLSchool,
xscreensaver-gl,glslideshow.desktop,GLSlideshow,
xscreensaver-gl,glsnake.desktop,GLSnake,
xscreensaver-gl,gltext.desktop,GLText,
xscreensaver-gl,headroom.desktop,Headroom,
xscreensaver-gl,hexstrut.desktop,Hexstrut,
xscreensaver-gl,hydrostat.desktop,Hydrostat,
xscreensaver-gl,hypertorus.desktop,Hypertorus,
xscreensaver-gl,jigglypuff.desktop,JigglyPuff,
xscreensaver-gl,kaleidocycle.desktop,Kaleidocycle,
xscreensaver-gl,lavalite.desktop,Lavalite,
xscreensaver-gl,lockward.desktop,Lockward,
xscreensaver-gl,maze3d.desktop,Maze3D,
xscreensaver-gl,mirrorblob.desktop,MirrorBlob,
xscreensaver-gl,moebius.desktop,Moebius,
xscreensaver-gl,moebiusgears.desktop,MoebiusGears,
xscreensaver-gl,molecule.desktop,Molecule,
xscreensaver-gl,morph3d.desktop,Morph3D,
xscreensaver-gl,peepers.desktop,Peepers,
xscreensaver-gl,pipes.desktop,Pipes,
xscreensaver-gl,polyhedra.desktop,Polyhedra,
xscreensaver-gl,polytopes.desktop,Polytopes,
xscreensaver-gl,projectiveplane.desktop,ProjectivePlane,
xscreensaver-gl,pulsar.desktop,Pulsar,
xscreensaver-gl,quasicrystal.desktop,QuasiCrystal,
xscreensaver-gl,queens.desktop,Queens,
xscreensaver-gl,raverhoop.desktop,RaverHoop,
xscreensaver-gl,razzledazzle.desktop,RazzleDazzle,
xscreensaver-gl,romanboy.desktop,RomanBoy,
xscreensaver-gl,sierpinski3d.desktop,Sierpinski3D,
xscreensaver-gl,sonar.desktop,Sonar,
xscreensaver-gl,sphereeversion.desktop,SphereEversion,
xscreensaver-gl,spheremonics.desktop,Spheremonics,
xscreensaver-gl,splitflap.desktop,SplitFlap,
xscreensaver-gl,splodesic.desktop,Splodesic,
xscreensaver-gl,stonerview.desktop,StonerView,
xscreensaver-gl,superquadrics.desktop,Superquadrics,
xscreensaver-gl,topblock.desktop,TopBlock,
xscreensaver-gl,unicrud.desktop,Unicrud,
xscreensaver-gl,vigilance.desktop,Vigilance,
xscreensaver-gl,voronoi.desktop,Voronoi,
xscreensaver-gl,winduprobot.desktop,WindupRobot,
xscreensaver-gl-extra,antmaze.desktop,AntMaze,
xscreensaver-gl-extra,atlantis.desktop,Atlantis,
xscreensaver-gl-extra,blocktube.desktop,BlockTube,
xscreensaver-gl-extra,boing.desktop,Boing,
xscreensaver-gl-extra,bouncingcow.desktop,BouncingCow,
xscreensaver-gl-extra,boxed.desktop,Boxed,
xscreensaver-gl-extra,cage.desktop,Cage,
xscreensaver-gl-extra,carousel.desktop,Carousel,
xscreensaver-gl-extra,companioncube.desktop,CompanionCube,
xscreensaver-gl-extra,crackberg.desktop,Crackberg,
xscreensaver-gl-extra,cube21.desktop,Cube21,
xscreensaver-gl-extra,cubenetic.desktop,Cubenetic,
xscreensaver-gl-extra,cubicgrid.desktop,CubicGrid,
xscreensaver-gl-extra,dangerball.desktop,DangerBall,
xscreensaver-gl-extra,deepstars.desktop,DeepStars,
xscreensaver-gl-extra,extrusion.desktop,Extrusion,
xscreensaver-gl-extra,fliptext.desktop,FlipText,
xscreensaver-gl-extra,flurry.desktop,Flurry,
xscreensaver-gl-extra,glhanoi.desktop,GLHanoi,
xscreensaver-gl-extra,glplanet.desktop,GLPlanet,
xscreensaver-gl-extra,gravitywell.desktop,GravityWell,
xscreensaver-gl-extra,handsy.desktop,Handsy,
xscreensaver-gl-extra,hilbert.desktop,Hilbert,
xscreensaver-gl-extra,hypnowheel.desktop,Hypnowheel,
xscreensaver-gl-extra,jigsaw.desktop,Jigsaw,
xscreensaver-gl-extra,juggler3d.desktop,Juggler3D,
xscreensaver-gl-extra,klein.desktop,Klein,
xscreensaver-gl-extra,lament.desktop,Lament,
xscreensaver-gl-extra,menger.desktop,Menger,
xscreensaver-gl-extra,noof.desktop,Noof,
xscreensaver-gl-extra,photopile.desktop,Photopile,
xscreensaver-gl-extra,pinion.desktop,Pinion,
xscreensaver-gl-extra,providence.desktop,Providence,
xscreensaver-gl-extra,rubik.desktop,Rubik,
xscreensaver-gl-extra,rubikblocks.desktop,RubikBlocks,
xscreensaver-gl-extra,sballs.desktop,SBalls,
xscreensaver-gl-extra,skytentacles.desktop,SkyTentacles,
xscreensaver-gl-extra,sproingies.desktop,Sproingies,
xscreensaver-gl-extra,stairs.desktop,Stairs,
xscreensaver-gl-extra,starwars.desktop,StarWars,
xscreensaver-gl-extra,surfaces.desktop,Surfaces,
xscreensaver-gl-extra,tangram.desktop,Tangram,
