Package,File Name,Application Name,Generic Name
lsp-plugins-jack,in.lsp_plug.lsp_plugins_para_equalizer_x32_ms.desktop,Mid-Side Stereo 32 Band Parametric Equalizer,Parametric Equalizer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_para_equalizer_x32_stereo.desktop,Stereo 32 Band Parametric Equalizer,Parametric Equalizer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_phase_detector.desktop,Phase Detector,Utility
lsp-plugins-jack,in.lsp_plug.lsp_plugins_profiler_mono.desktop,Mono Audio Profiler,Profiler
lsp-plugins-jack,in.lsp_plug.lsp_plugins_profiler_stereo.desktop,Stereo Audio Profiler,Profiler
lsp-plugins-jack,in.lsp_plug.lsp_plugins_room_builder_mono.desktop,Mono Room Impulse Response Builder,Simulator
lsp-plugins-jack,in.lsp_plug.lsp_plugins_room_builder_stereo.desktop,Stereo Room Impulse Response Builder,Simulator
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sampler_mono.desktop,Mono MIDI Sample Player,Sample Player
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sampler_stereo.desktop,Stereo MIDI Sample Player,Sample Player
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_compressor_lr.desktop,Split Stereo Sidechain Compressor,Sidechain Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_compressor_mono.desktop,Mono Sidechain Compressor,Sidechain Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_compressor_ms.desktop,Mid-Side Stero Sidechain Compressor,Sidechain Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_compressor_stereo.desktop,Stero Sidechain Compressor,Sidechain Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_dyna_processor_lr.desktop,Split Stereo Dynamic Sidechain Processor,Sidechain Dynamic Processor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_dyna_processor_mono.desktop,Mono Dynamic Sidechain Processor,Sidechain Dynamic Processor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_dyna_processor_ms.desktop,Mid-Side Stereo Dynamic Sidechain Processor,Sidechain Dynamic Processor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_dyna_processor_stereo.desktop,Stereo Dynamic Sidechain Processor,Sidechain Dynamic Processor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_expander_lr.desktop,Split Stereo Sidechain Expander,Sidechain Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_expander_mono.desktop,Mono Sidechain Expander,Sidechain Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_expander_ms.desktop,Mid-Side Stereo Sidechain Expander,Sidechain Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_expander_stereo.desktop,Stereo Sidechain Expander,Sidechain Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_gate_lr.desktop,Split Stereo Sidechain Gate,Sidechain Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_gate_mono.desktop,Mono Sidechain Gate,Sidechain Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_gate_ms.desktop,Mid-Side Stereo Sidechain Gate,Sidechain Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_gate_stereo.desktop,Stereo Sidechain Gate,Sidechain Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_limiter_mono.desktop,Mono Sidechain Limiter,Sidechain Limiter
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_limiter_stereo.desktop,Stereo Sidechain Limiter,Sidechain Limiter
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_compressor_lr.desktop,Split Stereo Sidechain Multiband Compressor,Sidechain Multiband Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_compressor_mono.desktop,Mono Sidechain Multiband Compressor,Sidechain Multiband Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_compressor_ms.desktop,Mid-Side Stereo Sidechain Multiband Compressor,Sidechain Multiband Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_compressor_stereo.desktop,Stereo Sidechain Multiband Compressor,Sidechain Multiband Compressor
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_expander_lr.desktop,Split Multiband Sidechain Expander,Sidechain Multiband Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_expander_mono.desktop,Mono Multiband Sidechain Expander,Sidechain Multiband Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_expander_ms.desktop,Mid-Side Split Multiband Sidechain Expander,Sidechain Multiband Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_expander_stereo.desktop,Stereo Multiband Sidechain Expander,Sidechain Multiband Expander
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_gate_lr.desktop,Split Multiband Sidechain Gate,Sidechain Multiband Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_gate_mono.desktop,Mono Multiband Sidechain Gate,Sidechain Multiband Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_gate_ms.desktop,Mid-Side Split Multiband Sidechain Gate,Sidechain Multiband Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_sc_mb_gate_stereo.desktop,Stereo Multiband Sidechain Gate,Sidechain Multiband Gate
lsp-plugins-jack,in.lsp_plug.lsp_plugins_slap_delay_mono.desktop,Mono Slap Delay,Delay effect
lsp-plugins-jack,in.lsp_plug.lsp_plugins_slap_delay_stereo.desktop,Stereo Slap Delay,Delay effect
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x1.desktop,One Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x12.desktop,12 Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x16.desktop,16 Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x2.desktop,Two Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x4.desktop,Four Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_spectrum_analyzer_x8.desktop,Eight Channel Spectrum Analyzer,Spectrum Analyzer
lsp-plugins-jack,in.lsp_plug.lsp_plugins_surge_filter_mono.desktop,Mono Surge Filter,Surge Filter
lsp-plugins-jack,in.lsp_plug.lsp_plugins_surge_filter_stereo.desktop,Stereo Surge Filter,Surge Filter
lsp-plugins-jack,in.lsp_plug.lsp_plugins_trigger_midi_mono.desktop,Mono MIDI Trigger,Trigger
lsp-plugins-jack,in.lsp_plug.lsp_plugins_trigger_midi_stereo.desktop,Stereo MIDI Trigger,Trigger
lsp-plugins-jack,in.lsp_plug.lsp_plugins_trigger_mono.desktop,Mono Audio Trigger,Trigger
lsp-plugins-jack,in.lsp_plug.lsp_plugins_trigger_stereo.desktop,Stereo Audio Trigger,Trigger
ltris,ltris.desktop,LTris,Puzzle game
ltrsift,ltrsift.desktop,LTRsift,
luakit,luakit.desktop,Luakit,
luckybackup,luckybackup-su.desktop,luckyBackup (super user),Backup & Sync tool
luckybackup,luckybackup.desktop,luckyBackup,Backup & Sync tool
lugaru,lugaru.desktop,Lugaru HD,Fighting game
luminance-hdr,net.sourceforge.qtpfsgui.LuminanceHDR.desktop,Luminance HDR,HDR imaging tool
luola,luola.desktop,Luola,
lure-of-the-temptress,lure-of-the-temptress.desktop,Lure of the Temptress,Lure
lusernet.app,LuserNET.desktop,LuserNET News Reader,
lutris,net.lutris.Lutris.desktop,Lutris,
lxappearance,lxappearance.desktop,Customize Look and Feel,Customize Look and Feel
lxhotkey-gtk,lxhotkey-gtk.desktop,Setup Hot Keys,
lximage-qt,lximage-qt-screenshot.desktop,Screenshot,Screenshot
lximage-qt,lximage-qt.desktop,LXImage,Image Viewer
lxinput,lxinput.desktop,Keyboard and Mouse,
lxmusic,lxmusic.desktop,LXMusic simple music player,Music Player
lxpanel,lxde-x-terminal-emulator.desktop,Terminal emulator,Terminal Emulator
lxpanel,lxde-x-www-browser.desktop,Web Browser,X Web Browser
lxqt-about,lxqt-about.desktop,About LXQt,About LXQt
lxqt-admin,lxqt-admin-time.desktop,Date and Time,Date and Time Settings
lxqt-admin,lxqt-admin-user.desktop,Users and Groups,User and Group Settings
lxqt-archiver,lxqt-archiver.desktop,LXQt File Archiver,File Archiver
lxqt-branding-debian,lxqt-xfwm-settings.desktop,Window Manager,
lxqt-branding-debian,lxqt-xfwm-workspaces.desktop,Workspaces,
lxqt-branding-debian,lxqt-xfwmtweaks.desktop,Window Manager Tweaks,
lxqt-config,lxqt-config-appearance.desktop,Appearance,Appearance settings
lxqt-config,lxqt-config-brightness.desktop,Brightness,Brightness Settings
lxqt-config,lxqt-config-file-associations.desktop,File Associations,File Association Settings
lxqt-config,lxqt-config-input.desktop,Keyboard and Mouse,Input settings
lxqt-config,lxqt-config-locale.desktop,Locale,Locale settings
lxqt-config,lxqt-config-monitor.desktop,Monitor settings,Monitor settings
lxqt-config,lxqt-config.desktop,LXQt Configuration Center,System Settings
lxqt-globalkeys,lxqt-config-globalkeyshortcuts.desktop,Shortcut Keys,Keyboard Shortcut Settings
lxqt-notificationd,lxqt-config-notificationd.desktop,Desktop Notifications,LXQt Notification Settings
lxqt-powermanagement,lxqt-config-powermanagement.desktop,Power Management,Power Management Settings
lxqt-session,lxqt-config-session.desktop,Session Settings,LXQt Session Settings
lxqt-session,lxqt-hibernate.desktop,Hibernate,Hibernate
lxqt-session,lxqt-leave.desktop,Leave,Leave
lxqt-session,lxqt-lockscreen.desktop,Lock Screen,Lock Screen
lxqt-session,lxqt-logout.desktop,Logout,Logout
lxqt-session,lxqt-reboot.desktop,Reboot,Reboot
lxqt-session,lxqt-shutdown.desktop,Shutdown,Shutdown
lxqt-session,lxqt-suspend.desktop,Suspend,Suspend
lxrandr,lxrandr.desktop,Monitor Settings,
lxsession-default-apps,lxsession-default-apps.desktop,Default applications for LXSession,
lxsession-edit,lxsession-edit.desktop,Desktop Session Settings,
lxtask,lxtask.desktop,Task Manager,Process manager
lxterminal,lxterminal.desktop,LXTerminal,Terminal
lybniz,lybniz.desktop,Lybniz,Lybniz Graph Plotter
lynis,lynis.desktop,Lynis auditing tool,
lynkeos.app,Lynkeos.desktop,Lynkeos Image Processor,
lyx,lyx.desktop,LyX,Document Processor
madbomber,madbomber.desktop,Mad Bomber,
maelstrom,maelstrom.desktop,Maelstrom,Ambrosia Maelstrom
magnus,magnus.desktop,Magnus,Magnus screen magnifier
mah-jong,mah-jong.desktop,Mah-Jong,Classic Mahjong game
mailnag,mailnag-config.desktop,Mailnag Configuration,
mailnag,mailnag.desktop,Mailnag,
malcontent-gui,org.freedesktop.MalcontentControl.desktop,Parental Controls,
mame,mame.desktop,MAME™ Arcade Emulator,Arcade Emulator
manaplus,manaplus.desktop,ManaPlus,
mancala,mancala.desktop,Mancala,
mandelbulber2,mandelbulber2.desktop,Mandelbulber v2,Mandelbulber v2 - Advanced 3D fractal generator
mangler,mangler.desktop,Mangler,VOIP Client
manuskript,manuskript.desktop,Manuskript,
marble,marble_geo.desktop,Marble,
marble,marble_gpx.desktop,Marble,Virtual Globe
marble,marble_kml.desktop,Marble,Virtual Globe
marble,marble_kmz.desktop,Marble,Virtual Globe
marble,marble_shp.desktop,Marble,Virtual Globe
marble,marble_worldwind.desktop,Marble,
marble,org.kde.marble.desktop,KDE Marble,Virtual Globe
marble-data,marble_geojson.desktop,Marble,Virtual Globe
marble-maps,org.kde.marble.maps.desktop,Marble Maps,OpenStreetMap Navigation
marble-qt,org.kde.marble-qt.desktop,Marble,Virtual Globe
marco,marco.desktop,Marco,
marsshooter,marsshooter.desktop,M.A.R.S.,Shooter Game
massif-visualizer,org.kde.massif-visualizer.desktop,Massif-Visualizer,Profiler Frontend
massxpert,org.msxpertsuite.massxpert.desktop,massXpert,Mass spectrometry
matanza,matanza.desktop,Matanza,
matchbox-keyboard,matchbox-keyboard.desktop,Keyboard,
matchbox-panel,mb-applet-battery.desktop,Battery Monitor,
matchbox-panel,mb-applet-clock.desktop,Clock,
matchbox-panel,mb-applet-menu-launcher.desktop,App Launcher,
matchbox-panel,mb-applet-system-monitor.desktop,CPU/Mem Monitor,
matchbox-panel,mb-applet-wireless.desktop,Wireless Monitor,
matchbox-panel-manager,mb-panel-manager.desktop,Panel Manager,
mate-calc,mate-calc.desktop,MATE Calculator,Calculator
mate-control-center,mate-about-me.desktop,About Me,
mate-control-center,mate-appearance-properties.desktop,Appearance,
mate-control-center,mate-at-properties.desktop,Assistive Technologies,
mate-control-center,mate-default-applications-properties.desktop,Preferred Applications,
mate-control-center,mate-display-properties.desktop,Displays,
mate-control-center,mate-font-viewer.desktop,MATE Font Viewer,
mate-control-center,mate-keybinding.desktop,Keyboard Shortcuts,
mate-control-center,mate-keyboard.desktop,Keyboard,
mate-control-center,mate-network-properties.desktop,Network Proxy,
mate-control-center,mate-settings-mouse.desktop,Mouse,
mate-control-center,mate-theme-installer.desktop,Theme Installer,
mate-control-center,mate-time-admin.desktop,Time And Date Manager,
mate-control-center,mate-window-properties.desktop,Windows,
mate-control-center,matecc.desktop,Control Centre,The MATE configuration tool
mate-desktop,mate-about.desktop,About MATE,
mate-desktop,mate-color-select.desktop,MATE Colour Selection,Colour selection dialogue
mate-media,mate-volume-control.desktop,Sound,
mate-notification-daemon,mate-notification-properties.desktop,Popup Notifications,
mate-panel,mate-panel.desktop,Panel,
mate-power-manager,mate-power-preferences.desktop,Power Management,
mate-power-manager,mate-power-statistics.desktop,Power Statistics,
mate-screensaver,cosmos-slideshow.desktop,Cosmos,
mate-screensaver,footlogo-floaters.desktop,Floating MATE,
mate-screensaver,gnomelogo-floaters.desktop,Floating GNOME,
mate-screensaver,mate-screensaver-preferences.desktop,Screensaver,
mate-screensaver,personal-slideshow.desktop,Pictures folder,
mate-screensaver,popsquares.desktop,Pop art squares,
mate-session-manager,mate-session-properties.desktop,Startup Applications,
mate-system-monitor,mate-system-monitor.desktop,MATE System Monitor,System Monitor
mate-terminal,mate-terminal.desktop,MATE Terminal,Terminal
mate-tweak,marco-compton.desktop,Marco,
mate-tweak,marco-no-composite.desktop,Marco,
mate-tweak,mate-tweak.desktop,MATE Tweak,
mate-user-guide,mate-user-guide.desktop,Help,
mate-user-share,mate-user-share-properties.desktop,Personal File Sharing,
mate-utils,mate-dictionary.desktop,MATE Dictionary,
mate-utils,mate-disk-image-mounter.desktop,MATE Disk Image Mounter,
mate-utils,mate-disk-usage-analyzer.desktop,MATE Disk Usage Analyser,
mate-utils,mate-screenshot.desktop,Take Screenshot,
mate-utils,mate-search-tool.desktop,MATE Search Tool,
mate-utils,mate-system-log.desktop,Log File Viewer,
mathomatic,mathomatic.desktop,Mathomatic,Computer Algebra System
matlab-support,matlab.desktop,MATLAB,
matrix-mirage,matrix-mirage.desktop,Mirage,Matrix Chat Client
mauve-aligner,mauve-aligner.desktop,Mauve,Mauve
mbox-importer,org.kde.mboximporter.desktop,MBoxImporter,
mc,mc.desktop,Midnight Commander,
mc,mcedit.desktop,Midnight Commander editor,
mcomix,mcomix.desktop,MComix,Comic Book Viewer
mcu8051ide,mcu8051ide.desktop,MCU 8051 IDE,MCU 8051 IDE
mdfinder.app,MDFinder.desktop,MDFinder,
medcon,xmedcon.desktop,XMedCon,Medical Image Conversion Tool
mediainfo-gui,mediainfo-gui.desktop,MediaInfo,
mediathekview,mediathekview.desktop,MediathekView,
mednafen,mednafen.desktop,Mednafen,Emulator
mednaffe,mednaffe.desktop,Mednaffe,
megaglest-data,megaglest.desktop,MegaGlest,
megaglest-data,megaglest_editor.desktop,MegaGlest Map Editor,
megaglest-data,megaglest_g3dviewer.desktop,MegaGlest Model Viewer,
megapixels,org.postmarketos.Megapixels.desktop,Megapixels,
meld,org.gnome.meld.desktop,Meld,Diff Viewer
menulibre,menulibre.desktop,Menu Editor,
meritous,net.asceai.meritous.desktop,Meritous,
merkaartor,org.merkaartor.merkaartor.desktop,Merkaartor,OpenStreetMap Editor
meshlab,meshlab.desktop,MeshLab,Mesh processing
mess-desktop-entries,mess-dc.desktop,Dreamcast ROM Player,
mess-desktop-entries,mess-gameboy.desktop,Game Boy ROM Player,
mess-desktop-entries,mess-gba.desktop,Game Boy Advance ROM Player,
mess-desktop-entries,mess-genesis.desktop,Genesis ROM Player,
mess-desktop-entries,mess-msx.desktop,MSX ROM Player,
mess-desktop-entries,mess-n64.desktop,Nintendo64 ROM Player,
mess-desktop-entries,mess-nes.desktop,NES ROM Player,
mess-desktop-entries,mess-sms.desktop,Sega Master System/Game Gear ROM Player,
mess-desktop-entries,mess-snes.desktop,Super NES ROM Player,
metacity,metacity.desktop,Metacity,
metadata-cleaner,fr.romainvigier.MetadataCleaner.desktop,Metadata Cleaner,Metadata Cleaner
meteo-qt,meteo-qt.desktop,Meteo-qt,Weather status information
meterbridge,meterbridge.desktop,Meterbridge,Audio Level Meter
metview,metview.desktop,Metview,Meteorological workstation
mgba-qt,mgba-qt.desktop,mGBA,Game Boy Advance Emulator
mhwaveedit,mhwaveedit.desktop,mhWaveEdit,Sound file editor
miceamaze,miceamaze.desktop,MiceAmaze,
microhope,microhope-avr.desktop,µHOPE,
microhope,microhope-doc.desktop,microHOPE Manual,
micropolis,micropolis.desktop,Micropolis,
midori,org.midori_browser.Midori.desktop,Midori,Web Browser
mikutter,mikutter.desktop,mikutter,
milkytracker,milkytracker.desktop,MilkyTracker,
minder,com.github.phase1geo.minder.desktop,Minder,Mind-mapper
minetest,net.minetest.minetest.desktop,Minetest,Minetest
minexpert2,org.msxpertsuite.minexpert2.desktop,mineXpert2,Mass spectrometry
minicom,minicom.desktop,minicom,
minigalaxy,io.github.sharkwouter.Minigalaxy.desktop,Minigalaxy,GOG client
minitube,minitube.desktop,Minitube,YouTube app
minizinc-ide,minizinc-ide.desktop,MiniZinc IDE,MiniZinc Integrated Development Environment
minuet,org.kde.minuet.desktop,Minuet,Music Education Software
mir-demos,miral-shell.desktop,Mir Shell,Mir Shell
mirage,mirage.desktop,Mirage,
mirrormagic,mirrormagic.desktop,MirrorMagic,
mit-scheme,mit-scheme.desktop,MIT/GNU Scheme,
mixxx,mixxx.desktop,Mixxx,Digital DJ interface
mkchromecast,mkchromecast.desktop,mkchromecast,
mkvtoolnix-gui,org.bunkus.mkvtoolnix-gui.desktop,MKVToolNix GUI,Matroska files creator and tools
mlterm-common,mlterm.desktop,Multilingual Terminal,
mm3d,mm3d.desktop,Maverick Model 3D,3D Modeler
mnemosyne,mnemosyne.desktop,Mnemosyne,
mobile-atlas-creator,mobile-atlas-creator.desktop,Mobile Atlas Creator,Mobile Atlas Creator
modem-manager-gui,modem-manager-gui.desktop,Modem Manager GUI,Broadband modem management tool
mokomaze,mokomaze.desktop,Mokomaze,
monajat-applet,monajat.desktop,,
mono-runtime-common,mono-runtime-common.desktop,Mono Runtime,
mono-runtime-common,mono-runtime-terminal.desktop,Mono Runtime (Terminal),
mono-tools-gui,gsharp.desktop,gsharp,Interactive C# Shell
monodoc-http,monodoc-http.desktop,Monodoc (http),Documentation Browser
monster-masher,monster-masher.desktop,Monster Masher,
monsterz,monsterz.desktop,Monsterz,
monteverdi,monteverdi.desktop,Monteverdi,Image processing
moon-lander,moon-lander.desktop,Moon Lander,
moonshot-ui,moonshot-webp.desktop,Moonshot Web Provisioning Installer,
moonshot-ui,moonshot.desktop,Moonshot Identity Manager,
mopidy,mopidy.desktop,Mopidy,
moria,moria.desktop,Moria,Umoria aka Unix Moria -- a rogue-like game with an infinite dungeon
morris,morris.desktop,Morris,
mousepad,mousepad.desktop,Mousepad,Text Editor
mousetrap,mousetrap.desktop,Mousetrap,
mozc-utils-gui,ibus-setup-mozc-jp.desktop,Mozc Setup,
mozc-utils-gui,setup-mozc.desktop,Mozc Setup,
mozo,mozo.desktop,Main Menu,
mp3diags,mp3diags.desktop,MP3 Diags,
mp3splt-gtk,mp3splt-gtk.desktop,Mp3splt-gtk audio splitter,Sound Splitter
mpdcon.app,MPDCon.desktop,MPDCon,
mpdris2,mpdris2.desktop,Music Player Daemon,
mplayer-gui,mplayer.desktop,MPlayer,Media Player
mpv,mpv.desktop,mpv Media Player,Multimedia player
mrboom,mrboom.desktop,Mr.Boom,
mricron,mricron-npm.desktop,NPM,Non-parametric MRI Analysis
mricron,mricron.desktop,MRIcron,2D/3D MRI Image Viewer
mrpt-apps,2dslamdemo.desktop,2D SLAM demo,
mrpt-apps,cameracalib.desktop,Camera Calibration,
mrpt-apps,gridmapnavsimul.desktop,Gridmap Navigation Simulator,
mrpt-apps,kinect-stereo-camera-calib-gui.desktop,Stereo camera & Kinect Calibration,
mrpt-apps,navlog-viewer.desktop,Navigation log viewer,
mrpt-apps,rawlogviewer.desktop,Rawlog Viewer,
mrpt-apps,reactivenavdemo.desktop,Reactive Navigation Demo,
mrpt-apps,robotic-arm-kinematics.desktop,Robot ARM kinematics,
mrpt-apps,sceneviewer.desktop,Scene Viewer 3D,
mrrescue,mrrescue.desktop,Mr Rescue,
mrtrix3,mrtrix3.desktop,MRview,MRI Tractography View
msxpertsuite-massxpert,org.msxpertsuite.massxpert.desktop,massXpert,Mass spectrometry
msxpertsuite-minexpert,org.msxpertsuite.minexpert.desktop,mineXpert,Mass spectrometry
mtink,mtink.desktop,Mtink,Status monitor for printer
mtink,mtinkc.desktop,Mtinkc,Status monitor chooser for printer
mtpaint,mtpaint.desktop,mtPaint graphic editor,Painting program
mu-cade,mu-cade.desktop,Mu-cade,
mu-editor,mu.codewith.editor.desktop,mu,A Python editor for beginner programmers
mudita24,mudita24.desktop,Mudita24,ALSA GUI control tool for Envy24 (ice1712) soundcards
muffin,muffin.desktop,Muffin,
mugshot,org.bluesabre.Mugshot.desktop,About Me,
mumble,mumble.desktop,Mumble,Voice Chat
munipack-gui,xmunipack.desktop,Munipack,
muon,org.kde.muon.desktop,Muon Package Manager,Package Manager
mupdf,mupdf.desktop,MuPDF,PDF file viewer
mupen64plus-qt,mupen64plus-qt.desktop,Mupen64Plus-Qt,Mupen64Plus Launcher
mupen64plus-ui-console,mupen64plus.desktop,Mupen64Plus,N64 Emulator
muse,org.musesequencer.Muse3.desktop,MusE,Audio/MIDI Sequencer
musescore,mscore.desktop,MuseScore 2,Music notation
musescore3,mscore3.desktop,MuseScore 3,Music notation
mustang-plug,mustang-plug.desktop,Mustang-plug,Control Fender Mustang amplifiers
mutt,mutt,mutt,
mutter,mutter.desktop,Mutter,
mypaint,mypaint.desktop,MyPaint,Raster Graphics Editor
mystiq,mystiq.desktop,MystiQ Video Converter,Convertidor de Archivos Multimedia
naev,org.naev.naev.desktop,Naev,
nagstamon,nagstamon.desktop,Nagstamon,Nagios status monitor for the desktop
natbraille,natbraille.desktop,Nat,
nautic,nautic.desktop,Nautic Almanac,Almanac
nautilus,nautilus-autorun-software.desktop,Run Software,
nautilus,org.gnome.Nautilus.desktop,Files,
nautilus-dropbox,dropbox.desktop,Dropbox,File Synchronizer
nautilus-scripts-manager,nautilus-scripts-manager.desktop,Nautilus scripts manager,
navit,navit.desktop,Navit,Navit
ncbi-cn3d,Cn3D-3.0.desktop,Cn3D NCBI Database Viewer,Database Viewer
ncbi-tools-x11,Psequin.desktop,Sequin DNA Sequence Submission Tool,Sequence Submission Tool
ncbi-tools-x11,ddv.desktop,DDV Sequence Alignment Viewer,Sequence Alignment Viewer
ncbi-tools-x11,entrez2.desktop,Entrez NCBI Database Querying Tool,Database Querying Tool
ncbi-tools-x11,sbtedit.desktop,GenBank Submission Template Editor,Template Editor
ncbi-tools-x11,udv.desktop,OneD Biological Sequence Viewer,Sequence Viewer
ncl-ncarg,ncl.desktop,ncl - NCAR command Language,NCAR Command Language
ncmpc,ncmpc.desktop,ncmpc,
ncmpcpp,ncmpcpp.desktop,Ncmpcpp,NCurses Music Player Client
nec2c,nec2c.desktop,nec2c,
nedit,nedit.desktop,"NEdit ""Nirvana Text Editor""",Text Editor
needrestart-session,needrestart-session.desktop,needrestart-session,
needrestart-session,needrestart.desktop,needrestart,
nemiver,nemiver.desktop,Nemiver,C/C++ Debugger
nemo,nemo-autorun-software.desktop,Autorun Prompt,
nemo,nemo-autostart.desktop,Nemo,
nemo,nemo.desktop,Files,
neobio,neobio.desktop,Sequence alignments neobio,neobio
neomutt,neomutt.desktop,neomutt,
neovim-qt,nvim-qt.desktop,Neovim-Qt,
neovim-runtime,nvim.desktop,Neovim,Text Editor
nestopia,nestopia.desktop,Nestopia,
netgen,netgen.desktop,Netgen Mesh Generator,Netgen
nethack-console,nethack-console.desktop,NetHack (No GUI),
nethack-qt,nethack-qt.desktop,NetHack Qt,
nethack-x11,nethack-x11.desktop,X NetHack,
netmate,netmate.desktop,Netmate,Netmate
netpanzer,netpanzer.desktop,NetPanzer,Realtime Strategy Game
netrek-client-cow,netrek-client-cow.desktop,Netrek,
netsurf-gtk,netsurf-gtk.desktop,NetSurf Web Browser,Web Browser
nettoe,nettoe.desktop,netToe,
network-manager-gnome,nm-applet.desktop,Network,
network-manager-gnome,nm-connection-editor.desktop,Advanced Network Configuration,
neurodebian-desktop,neurodebian-afni.desktop,AFNI,Analysis of Functional NeuroImages
neurodebian-desktop,neurodebian-caret.desktop,Caret,Cortical Surface Reconstruction and Visualization
neurodebian-desktop,neurodebian-connectome-workbench.desktop,Connectome Workbench,Human Connectome Project Viewing and Analysis Tools
neurodebian-desktop,neurodebian-dcm2niigui.desktop,dcm2nii,DICOM to NIfTI Conversion
neurodebian-desktop,neurodebian-devel-ml.desktop,Developer Mailing List Archive,
neurodebian-desktop,neurodebian-fsl-5.0.desktop,FSL 5.0,Software Collection for (f)MRI Data Analysis
neurodebian-desktop,neurodebian-fslview.desktop,FSLView,MRI Image Viewer
neurodebian-desktop,neurodebian-itksnap.desktop,ITK-SNAP,3D Structure Segmentation
neurodebian-desktop,neurodebian-mipav.desktop,MIPAV,"Medical Image Processing, Analysis, and Visualization"
neurodebian-desktop,neurodebian-mricron.desktop,MRIcron,2D/3D MRI Image Viewer
neurodebian-desktop,neurodebian-mrtrix.desktop,MRview,MRI Tractography View
neurodebian-desktop,neurodebian-npm.desktop,NPM,Non-parametric MRI Analysis
neurodebian-desktop,neurodebian-openelectrophy.desktop,OpenElectrophy,Electrophysiological Data Analysis
neurodebian-desktop,neurodebian-psychopy.desktop,PsychoPy,Psychology Stimuli IDE
neurodebian-desktop,neurodebian-sigviewer.desktop,SigViewer,"Biosignals (e.g. EEG, ECG) Viewer"
neurodebian-desktop,neurodebian-slicer.desktop,3D Slicer,
neurodebian-desktop,neurodebian-spykeviewer.desktop,Spyke Viewer,Graphical utility for analyzing electrophysiological data
neurodebian-desktop,neurodebian-upstream-ml.desktop,Upstream Mailing List Archive,
neurodebian-desktop,neurodebian-user-ml.desktop,User Mailing List Archive,
neurodebian-desktop,neurodebian-vbview2.desktop,VBView2,VoxBo Image Viewer
neverball,neverball.desktop,Neverball,
neverputt,neverputt.desktop,Neverputt,
nextcloud-desktop,com.nextcloud.desktopclient.nextcloud.desktop,Nextcloud desktop sync client,Folder Sync
nexuiz,nexuiz.desktop,Nexuiz,
nfoview,io.otsaloma.nfoview.desktop,NFO Viewer,
ngraph-gtk,com.github.htrb.ngraph-gtk.desktop,Ngraph-GTK,
nheko,nheko.desktop,nheko,
nikwi,nikwi.desktop,Nikwi Deluxe,nikwi
nip2,nip2.desktop,nip2,
nitrogen,nitrogen.desktop,nitrogen,Wallpaper Setter
