Section,Subsection,Name,Verdict,Score,Cost (MiB),Rank,Description
education,astronomy,gpredict,TODO,94296,6,15716,Satellite tracking program
education,astronomy,kstars,TODO,1222158,98,12471,"desktop planetarium, observation planning and telescope control"
education,astronomy,lightspeed,FAIL,N/A,N/A,N/A,N/A
education,astronomy,openuniverse,TODO,120155,5,24031,3D Universe Simulator
education,astronomy,stellarium,TODO,2001500,250,8006,real-time photo-realistic sky generator
education,astronomy,sunclock,TODO,36214,2,18107,fancy clock showing time and geographical data
education,astronomy,xplanet,TODO,10596,1,10596,planetary body renderer
education,astronomy,xplanet-images,TODO,191331,1,191331,imagery for xplanet
education,astronomy,xtide,FAIL,N/A,N/A,N/A,N/A
education,astronomy,xtide-data,TODO,191480,1,191480,Harmonics data for xtide
education,chemistry,avogadro,TODO,99756,6,16626,Molecular Graphics and Modelling System
education,chemistry,chemtool,TODO,89788,4,22447,chemical structures drawing program
education,chemistry,easychem,TODO,24280,1,24280,Draw high-quality molecules and 2D chemical formulas
education,chemistry,gchempaint,TODO,327390,14,23385,2D chemical structures editor for the GNOME2 desktop
education,chemistry,gdis,TODO,45886,2,22943,molecular and crystal model viewer
education,chemistry,gperiodic,TODO,19912,1,19912,periodic table application
education,chemistry,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
education,chemistry,pymol,TODO,287320,20,14366,Molecular Graphics System
education,chemistry,rasmol,FAIL,,ERROR,24149,visualization of biological macromolecules
education,desktop-xfce,education-astronomy,TODO,89023,1,89023,Debian Edu astronomy related applications
education,desktop-xfce,education-chemistry,TODO,89024,1,89024,Debian Edu chemistry related applications
education,desktop-xfce,education-electronics,TODO,89035,1,89035,Debian Edu electronics related applications
education,desktop-xfce,education-geography,TODO,89036,1,89036,Debian Edu applications for geography
education,desktop-xfce,education-graphics,TODO,89037,1,89037,Debian Edu graphics related applications
education,desktop-xfce,education-language,TODO,89044,1,89044,Debian Edu language related educational applications
education,desktop-xfce,education-logic-games,TODO,89046,1,89046,Debian Edu logic games
education,desktop-xfce,education-mathematics,TODO,89049,1,89049,Debian Edu mathematical applications
education,desktop-xfce,education-misc,TODO,89051,1,89051,Debian Edu miscellaneous applications for education
education,desktop-xfce,education-music,TODO,89052,1,89052,Debian Edu music and sound applications
education,desktop-xfce,education-physics,TODO,89055,1,89055,Debian Edu physics related applications
education,desktop-xfce,education-primaryschool,TODO,89057,1,89057,Debian Edu applications for primary school level
education,desktop-xfce,education-video,TODO,89063,1,89063,Debian Edu video applications
education,desktop-xfce,kdeedu,FAIL,,ERROR,105170,educational applications from the official KDE release
education,desktop-xfce,onboard,TODO,7883,1,7883,Simple On-screen Keyboard
education,electronics,electric,FAIL,,ERROR,22897,electrical CAD system
education,electronics,fritzing,FAIL,,ERROR,13527,Easy-to-use electronic design software
education,electronics,gtkwave,TODO,41988,3,13996,VCD (Value Change Dump) file waveform viewer
education,electronics,kicad,TODO,641655,97,6615,Electronic schematic and PCB design software
education,electronics,kicad-doc-en,TODO,1583325,15,105555,Kicad help files (English)
education,electronics,oregano,FAIL,,ERROR,19779,tool for schematical capture of electronic circuits
education,electronics,pcb,TODO,664332,4,166083,printed circuit board (pcb) design program - metapackage
education,electronics,xcircuit,TODO,22835,1,22835,Draw circuit schematics or almost anything
education,electronics,xoscope,FAIL,,ERROR,23301,digital oscilloscope
education,geography,googleearth-package,FAIL,N/A,N/A,N/A,N/A
education,geography,grass,FAIL,,ERROR,98453,Geographic Resources Analysis Support System (GRASS GIS)
education,geography,kgeography,TODO,219942,18,12219,geography learning aid for KDE
education,geography,marble,TODO,471656,58,8132,globe and map widget
education,geography,qgis,FAIL,,ERROR,7812,Geographic Information System (GIS)
education,geography,qlandkartegt,FAIL,N/A,N/A,N/A,N/A
education,geography,viking,TODO,896832,72,12456,"GPS data editor, analyzer and viewer"
education,graphics,blender,FAIL,,ERROR,5903,Very fast and versatile 3D modeller/renderer
education,graphics,dia,TODO,47368,8,5921,Diagram editor
education,graphics,gimp,TODO,48900,30,1630,GNU Image Manipulation Program
education,graphics,hugin,FAIL,,ERROR,9511,panorama photo stitcher - GUI tools
education,graphics,inkscape,TODO,76491,27,2833,vector-based drawing program
education,graphics,librecad,TODO,52031,7,7433,Computer-aided design (CAD) system
education,graphics,pencil2d,TODO,236808,24,9867,Create hand-drawn animation using both bitmap and vector graphics
education,graphics,scribus,TODO,475865,65,7321,Open Source Desktop Page Layout
education,graphics,tgif,FAIL,,ERROR,23701,2D vector graphic drawing tool using Xlib
education,graphics,xaos,TODO,16619,1,16619,real-time interactive fractal zoomer
education,graphics,xfig,TODO,48010,5,9602,Facility for Interactive Generation of figures under X11
education,graphics,xpaint,TODO,15314,1,15314,simple paint program for X
education,highschool,calibre,FAIL,,ERROR,3928,powerful and easy to use e-book manager
education,highschool,cantor,FAIL,,ERROR,11237,interface for mathematical applications
education,highschool,carmetal,TODO,1173060,45,26068,dynamic geometry software with highly ergonomic UI
education,highschool,chemtool,TODO,89788,4,22447,chemical structures drawing program
education,highschool,fritzing,FAIL,,ERROR,13527,Easy-to-use electronic design software
education,highschool,inkscape,TODO,76491,27,2833,vector-based drawing program
education,highschool,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
education,highschool,kmplot,TODO,168266,14,12019,mathematical function plotter for KDE
education,highschool,ktouch,FAIL,,ERROR,10852,touch typing tutor for KDE
education,highschool,kturtle,TODO,173124,14,12366,educational programming environment
education,highschool,lightspeed,FAIL,N/A,N/A,N/A,N/A
education,highschool,marble,TODO,471656,58,8132,globe and map widget
education,highschool,pencil2d,TODO,236808,24,9867,Create hand-drawn animation using both bitmap and vector graphics
education,highschool,rocs,FAIL,,ERROR,12249,graph theory IDE
education,highschool,step,TODO,198352,16,12397,interactive physical simulator for KDE
education,language,collatinus,TODO,258018,6,43003,lemmatisation of latin text
education,language,kanagram,TODO,251500,20,12575,jumble word puzzle
education,language,khangman,TODO,255620,20,12781,Hangman word puzzle
education,language,kiten,TODO,269976,24,11249,Japanese reference and study aid for KDE
education,language,klavaro,TODO,13998,1,13998,Flexible touch typing tutor
education,language,klettres,TODO,639100,50,12782,foreign alphabet tutor for KDE
education,language,ktouch,FAIL,,ERROR,10852,touch typing tutor for KDE
education,language,kwordquiz,TODO,219147,17,12891,flashcard learning program
education,language,parley,FAIL,,ERROR,12332,vocabulary trainer
education,language,verbiste-gnome,TODO,188551,1,188551,French and Italian conjugator - GNOME interface
education,language,wordnet,TODO,90580,7,12940,electronic lexical database of English language
education,language,xfonts-intl-phonetic,TODO,191040,1,191040,international fonts for X - International Phonetic Alphabet
education,language,xfonts-tipa,FAIL,,ERROR,191064,X11 PostScript Type 1 font for the Phonetic Alphabet
education,logic-games,atomix,TODO,23320,1,23320,puzzle game for building molecules out of separate atoms
education,logic-games,blinken,TODO,147190,10,14719,KDE version of the Simon electronic memory game
education,logic-games,cgoban,TODO,20135,1,20135,complete Go board
education,logic-games,einstein,TODO,183051,11,16641,Puzzle game inspired on Einstein's puzzle
education,logic-games,gbrainy,TODO,337725,15,22515,brain teaser game and trainer to have fun and to keep your brain trained
education,logic-games,glpeces,TODO,86292,3,28764,Tangram (puzzle) game clone
education,logic-games,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
education,logic-games,gtans,TODO,26184,1,26184,Tangram (puzzle) game using GTK+
education,logic-games,kdegames,FAIL,,ERROR,105174,games from the official KDE release
education,logic-games,lmemory,TODO,23996,1,23996,"Children's game based on the ""memory"" card game"
education,logic-games,ri-li,TODO,474835,23,20645,toy train simulation game
education,logic-games,xboard,TODO,20004,2,10002,X Window System Chess Board
education,mathematics,algobox,FAIL,,ERROR,25372,algorithmics introduction - French UI
education,mathematics,cantor,FAIL,,ERROR,11237,interface for mathematical applications
education,mathematics,carmetal,TODO,1173060,45,26068,dynamic geometry software with highly ergonomic UI
education,mathematics,euler,TODO,43285,1,43285,interactive mathematical programming environment
education,mathematics,geogebra,TODO,784420,65,12068,Dynamic mathematics software for education
education,mathematics,geomview,TODO,105702,6,17617,interactive geometry viewing program
education,mathematics,graphmonkey,TODO,390082,14,27863,a GTK#-based graphing calculator
education,mathematics,gretl,FAIL,,ERROR,24344,"GNU Regression, Econometric & Time-Series Library"
education,mathematics,jfractionlab,TODO,1267948,44,28817,Educative program to practice fractions
education,mathematics,jupyter-nbformat,FAIL,,ERROR,14581,Jupyter notebook format (tools)
education,mathematics,jupyter-notebook,FAIL,,ERROR,7511,Jupyter interactive notebook
education,mathematics,kalgebra,FAIL,,ERROR,11087,algebraic graphing calculator
education,mathematics,kbruch,TODO,157508,13,12116,fraction learning aid for KDE
education,mathematics,kig,FAIL,,ERROR,11890,interactive geometry tool
education,mathematics,kile,FAIL,,ERROR,8270,KDE Integrated LaTeX Environment
education,mathematics,kmplot,TODO,168266,14,12019,mathematical function plotter for KDE
education,mathematics,octave,FAIL,,ERROR,6513,GNU Octave language for numerical computations
education,mathematics,rkward,FAIL,,ERROR,21605,KDE frontend to the R statistics language
education,mathematics,rocs,FAIL,,ERROR,12249,graph theory IDE
education,mathematics,scilab,FAIL,,ERROR,15192,Scientific software package for numerical computations
education,mathematics,wxmaxima,TODO,628150,50,12563,GUI for the computer algebra system Maxima
education,mathematics,xaos,TODO,16619,1,16619,real-time interactive fractal zoomer
education,mathematics,xmabacus,TODO,72680,2,36340,simulation of the ancient calculator (Motif version)
education,mathematics,yacas,TODO,369888,12,30824,Computer Algebra System
education,misc,basket,FAIL,,ERROR,15124,multi-purpose note-taking application
education,misc,colobot,TODO,1913395,95,20141,educational programming strategy game
education,misc,freeplane,FAIL,,ERROR,10877,Java program for working with Mind Maps
education,misc,jclic,TODO,1791855,45,39819,Tool for the development & use of multimedia educational activities
education,misc,laby,FAIL,,ERROR,27054,Learn how to program with ants and spider webs
education,misc,planner,TODO,48021,3,16007,project management application
education,misc,scratch,FAIL,,ERROR,12702,easy to use programming environment for ages 8 and up
education,misc,thonny,FAIL,,ERROR,9720,Python IDE for beginners
education,misc,vym,FAIL,,ERROR,14314,mindmapping tool
education,music,audacious,TODO,51156,12,4263,small and fast audio player which supports lots of formats
education,music,audacity,TODO,54555,15,3637,"fast, cross-platform audio editor"
education,music,denemo,FAIL,,ERROR,22051,free graphical music notation editor (GTK front end to LilyPond)
education,music,gtick,TODO,17458,1,17458,Metronome application
education,music,hydrogen,TODO,131340,11,11940,advanced drum machine/step sequencer
education,music,lingot,TODO,47934,3,15978,accurate and easy to use musical instrument tuner
education,music,lmms,TODO,294678,27,10914,Linux Multimedia Studio
education,music,mcp-plugins,TODO,7435,1,7435,LADSPA plugins designed for Alsa Modular Synth
education,music,musescore,TODO,549600,48,11450,"cross-platform multi-lingual music composition and notation, v2"
education,music,musescore3,TODO,495108,51,9708,"cross-platform multi-lingual music composition and notation, v3"
education,music,nted,TODO,21181,1,21181,Musical score editor
education,music,pianobooster,TODO,3450070,130,26539,Learn the piano just by playing a game
education,music,qsynth,TODO,157232,16,9827,fluidsynth MIDI sound synthesiser front-end
education,music,rosegarden,TODO,174612,12,14551,music editor and MIDI/audio sequencer
education,music,solfege,FAIL,,ERROR,20083,Ear training software
education,music,swh-plugins,TODO,5746,2,2873,Steve Harris's LADSPA plugins
education,music,terminatorx,TODO,122960,4,30740,realtime audio synthesizer
education,music,timgm6mb-soundfont,TODO,23724,6,3954,TimGM6mb SoundFont from MuseScore 1.3
education,music,tuxguitar,TODO,2528240,170,14872,Multitrack guitar tablature editor and player
education,physics,etoys,FAIL,,ERROR,43284,"media-rich model, simulation construction kit and authoring tool"
education,physics,jupyter-nbformat,FAIL,,ERROR,14581,Jupyter notebook format (tools)
education,physics,jupyter-notebook,FAIL,,ERROR,7511,Jupyter interactive notebook
education,physics,kturtle,TODO,173124,14,12366,educational programming environment
education,physics,lightspeed,FAIL,N/A,N/A,N/A,N/A
education,physics,planets,TODO,27384,1,27384,Gravitation simulation of planetary bodies
education,physics,step,TODO,198352,16,12397,interactive physical simulator for KDE
education,physics,xoscope,FAIL,,ERROR,23301,digital oscilloscope
education,preschool,bambam,TODO,390690,15,26046,keyboard mashing and doodling game for babies
education,preschool,blinken,TODO,147190,10,14719,KDE version of the Simon electronic memory game
education,preschool,gamine,TODO,316184,11,28744,Interactive game for young children
education,preschool,gcompris-qt,TODO,488775,49,9975,educational games for small children
education,preschool,kanagram,TODO,251500,20,12575,jumble word puzzle
education,preschool,khangman,TODO,255620,20,12781,Hangman word puzzle
education,preschool,klettres,TODO,639100,50,12782,foreign alphabet tutor for KDE
education,preschool,ktuberling,TODO,658706,58,11357,stamp drawing toy
education,preschool,pysiogame,TODO,301200,30,10040,educational activity pack for kids
education,preschool,tuxpaint,TODO,1470060,180,8167,Paint program for young children
education,primaryschool,basket,FAIL,,ERROR,15124,multi-purpose note-taking application
education,primaryschool,gcompris-qt,TODO,488775,49,9975,educational games for small children
education,primaryschool,glpeces,TODO,86292,3,28764,Tangram (puzzle) game clone
education,primaryschool,kalgebra,FAIL,,ERROR,11087,algebraic graphing calculator
education,primaryschool,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
education,primaryschool,kanagram,TODO,251500,20,12575,jumble word puzzle
education,primaryschool,kbruch,TODO,157508,13,12116,fraction learning aid for KDE
education,primaryschool,kgeography,TODO,219942,18,12219,geography learning aid for KDE
education,primaryschool,khangman,TODO,255620,20,12781,Hangman word puzzle
education,primaryschool,kig,FAIL,,ERROR,11890,interactive geometry tool
education,primaryschool,klettres,TODO,639100,50,12782,foreign alphabet tutor for KDE
education,primaryschool,kmplot,TODO,168266,14,12019,mathematical function plotter for KDE
education,primaryschool,kstars,TODO,1222158,98,12471,"desktop planetarium, observation planning and telescope control"
education,primaryschool,ktouch,FAIL,,ERROR,10852,touch typing tutor for KDE
education,primaryschool,ktuberling,TODO,658706,58,11357,stamp drawing toy
education,primaryschool,kturtle,TODO,173124,14,12366,educational programming environment
education,primaryschool,kwordquiz,TODO,219147,17,12891,flashcard learning program
education,primaryschool,marble,TODO,471656,58,8132,globe and map widget
education,primaryschool,parley,FAIL,,ERROR,12332,vocabulary trainer
education,primaryschool,pysiogame,TODO,301200,30,10040,educational activity pack for kids
education,primaryschool,qabcs,TODO,1689912,36,46942,educational software to learn the alphabet and get familiar with a keyboard
education,primaryschool,ri-li,TODO,474835,23,20645,toy train simulation game
education,primaryschool,step,TODO,198352,16,12397,interactive physical simulator for KDE
education,primaryschool,tuxmath,TODO,247940,22,11270,math game for kids with Tux
education,primaryschool,tuxpaint,TODO,1470060,180,8167,Paint program for young children
education,primaryschool,tuxtype,TODO,370944,23,16128,Educational Typing Tutor Game Starring Tux
education,primaryschool,ulcc,TODO,170052,4,42513,teaching children by pictures
education,secondaryschool,basket,FAIL,,ERROR,15124,multi-purpose note-taking application
education,secondaryschool,calibre,FAIL,,ERROR,3928,powerful and easy to use e-book manager
education,secondaryschool,carmetal,TODO,1173060,45,26068,dynamic geometry software with highly ergonomic UI
education,secondaryschool,chemtool,TODO,89788,4,22447,chemical structures drawing program
education,secondaryschool,einstein,TODO,183051,11,16641,Puzzle game inspired on Einstein's puzzle
education,secondaryschool,fritzing,FAIL,,ERROR,13527,Easy-to-use electronic design software
education,secondaryschool,inkscape,TODO,76491,27,2833,vector-based drawing program
education,secondaryschool,kalgebra,FAIL,,ERROR,11087,algebraic graphing calculator
education,secondaryschool,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
education,secondaryschool,kbruch,TODO,157508,13,12116,fraction learning aid for KDE
education,secondaryschool,kgeography,TODO,219942,18,12219,geography learning aid for KDE
education,secondaryschool,kig,FAIL,,ERROR,11890,interactive geometry tool
education,secondaryschool,kmplot,TODO,168266,14,12019,mathematical function plotter for KDE
education,secondaryschool,kstars,TODO,1222158,98,12471,"desktop planetarium, observation planning and telescope control"
education,secondaryschool,ktouch,FAIL,,ERROR,10852,touch typing tutor for KDE
education,secondaryschool,ktuberling,TODO,658706,58,11357,stamp drawing toy
education,secondaryschool,kturtle,TODO,173124,14,12366,educational programming environment
education,secondaryschool,kwordquiz,TODO,219147,17,12891,flashcard learning program
education,secondaryschool,lightspeed,FAIL,N/A,N/A,N/A,N/A
education,secondaryschool,marble,TODO,471656,58,8132,globe and map widget
education,secondaryschool,parley,FAIL,,ERROR,12332,vocabulary trainer
education,secondaryschool,pencil2d,TODO,236808,24,9867,Create hand-drawn animation using both bitmap and vector graphics
education,secondaryschool,ri-li,TODO,474835,23,20645,toy train simulation game
education,secondaryschool,step,TODO,198352,16,12397,interactive physical simulator for KDE
education,secondaryschool,vokoscreen-ng,TODO,92664,9,10296,easy to use screencast creator
education,video,kdenlive,FAIL,,ERROR,5918,non-linear video editor
education,video,kino,FAIL,N/A,N/A,N/A,N/A
education,video,openshot-qt,FAIL,,ERROR,7061,create and edit videos and movies
education,video,pitivi,FAIL,,ERROR,12286,non-linear audio/video editor using GStreamer
education,video,stopmotion,TODO,74214,3,24738,create stop-motion animations
education,video,xine-ui,TODO,181458,17,10674,"xine video player, graphical user interface"
games,adventure,beneath-a-steel-sky,TODO,2986900,140,21335,classic 2D point and click science fiction adventure game
games,adventure,drascula,TODO,2670470,110,24277,classic 2D point and click adventure game -- English version
games,adventure,fizmo-sdl2,TODO,73496,2,36748,SDL2-based Z-machine interpreter for Infocom/Inform games
games,adventure,flight-of-the-amazon-queen,TODO,2737130,110,24883,classic 2D point and click fantasy adventure game
games,adventure,freedink,TODO,5980000,65,92000,humorous top-down adventure and role-playing game
games,adventure,gargoyle-free,TODO,357270,15,23818,graphical player for Interactive Fiction games
games,adventure,glulxe,TODO,36857,1,36857,Interpreter for glulx interactive fiction
games,adventure,instead,TODO,342452,11,31132,Simple text adventures/visual novels engine
games,adventure,jzip,TODO,28822,1,28822,Text mode interpreter for Z-Code adventures
games,adventure,lure-of-the-temptress,TODO,2024698,86,23543,classic 2D point and click fantasy adventure game
games,adventure,onscripter,TODO,455983,11,41453,Visual novel games engine compatible to NScripter
games,adventure,qtads,FAIL,N/A,N/A,N/A,N/A
games,adventure,renpy-thequestion,TODO,1855278,34,54567,simple and complete Ren'Py game
games,adventure,rlvm,TODO,658910,14,47065,RealLive virtual machine clone
games,adventure,scummvm,TODO,910140,77,11820,engine for several graphical adventure games
games,adventure,sdlfrotz,TODO,288600,8,36075,interpreter of Z-code story-files (SDL version)
games,adventure,sludge-engine,TODO,77829,3,25943,Runtime engine for playing SLUDGE adventure games
games,adventure,xsystem35,TODO,47724,1,47724,System 3.5 games engine for X Window System
games,adventure,xzip,TODO,24784,1,24784,Interpreter of Infocom-format story-files
games,adventure,zoom-player,TODO,28551,1,28551,player for Z-Code stories or games
games,arcade,a7xpg,TODO,428355,15,28557,chase action game
games,arcade,abe,TODO,274224,12,22852,"side-scrolling game named ""Abe's Amazing Adventure"""
games,arcade,airstrike,TODO,88911,3,29637,2d dogfight game in the tradition of 'Biplanes' and 'BIP'
games,arcade,alienblaster,TODO,349650,15,23310,Classic 2D shoot 'em up
games,arcade,antigravitaattori,TODO,104100,4,26025,Multiplayer flying saucer racing game
games,arcade,armagetronad,TODO,56862,3,18954,3D Tron-like high speed game
games,arcade,asylum,TODO,276780,10,27678,surreal platform shooting game
games,arcade,atanks,TODO,148280,5,29656,tank-battling game
games,arcade,ballerburg,TODO,26045,1,26045,Classical castle combat game
games,arcade,barrage,TODO,322520,10,32252,Rather destructive action game
games,arcade,bloboats,TODO,78159,3,26053,Boat racing game
games,arcade,bomberclone,TODO,442986,17,26058,free Bomberman clone
games,arcade,bouncy,TODO,457728,16,28608,eat the yummy veggies in the garden - game for small kids
games,arcade,briquolo,TODO,281697,13,21669,fast paced 3d Breakout game
games,arcade,btanks,TODO,663288,29,22872,fast 2D tank arcade game with multiplayer and split-screen modes
games,arcade,bugsquish,TODO,322840,10,32284,Bugs are trying to suck blood out of your arm!
games,arcade,bumprace,TODO,452004,14,32286,1 or 2 players race through a multi-level maze
games,arcade,burgerspace,TODO,253940,10,25394,Avoid evil foodstuffs and make burgers
games,arcade,ceferino,TODO,343440,12,28620,action game similar to Super Pang
games,arcade,chromium-bsu,TODO,81320,5,16264,"fast paced, arcade-style, scrolling space shooter"
games,arcade,circuslinux,TODO,339977,11,30907,Clowns are trying to pop balloons to score points!
games,arcade,criticalmass,TODO,349843,13,26911,Shoot-em-up a la galaxian
games,arcade,cutemaze,TODO,247512,8,30939,single player maze game
games,arcade,dangen,TODO,73206,2,36603,shoot 'em up game where accurate shooting matters
games,arcade,dodgindiamond2,TODO,309610,10,30961,Little shoot-'em-up arcade game for one or two players
games,arcade,efp,TODO,356408,4,89102,Escape from Pong NES game
games,arcade,epiphany,TODO,280380,12,23365,clone of Boulder Dash game
games,arcade,excellent-bifurcation,TODO,64960,2,32480,abstract vertical shooter with two sides to play on
games,arcade,freedroid,TODO,430920,15,28728,Clone of Paradroid - a strategic shoot-em up
games,arcade,freegish,TODO,83427,3,27809,physics based arcade game
games,arcade,funguloids,FAIL,N/A,N/A,N/A,N/A
games,arcade,funnyboat,TODO,523020,20,26151,side scrolling arcade shooter game on a steamboat
games,arcade,garden-of-coloured-lights,TODO,97602,3,32534,abstract vertical shooter with music elements
games,arcade,gav,TODO,62126,2,31063,GPL Arcade Volleyball
games,arcade,geki2,TODO,31068,1,31068,Xenon-like vertical shoot'em-up
games,arcade,geki3,TODO,32548,1,32548,R-Type-like horizontal shoot'em-up
games,arcade,gltron,TODO,149412,6,24902,3D lightcycle game
games,arcade,gnome-games,TODO,863010,30,28767,games for the GNOME desktop
games,arcade,gravitation,TODO,29847,1,29847,"game about mania, melancholia, and the creative process"
games,arcade,gravitywars,TODO,69074,2,34537,clone of Gravity Force
games,arcade,gunroar,TODO,497648,16,31103,360-degree gunboat shooter
games,arcade,hannah,TODO,404404,13,31108,"pacman-like game, child oriented"
games,arcade,hedgewars,TODO,2744800,160,17155,"Funny turn-based artillery game, featuring fighting hedgehogs!"
games,arcade,heroes,TODO,278700,10,27870,Collect powerups and avoid your opponents' trails
games,arcade,icebreaker,TODO,238430,10,23843,Break the iceberg
games,arcade,ii-esu,TODO,380369,11,34579,shooter game
games,arcade,jumpnbump,TODO,235908,9,26212,cute multiplayer platform game with bunnies
games,arcade,jumpnbump-levels,TODO,941175,9,104575,cute multiplayer platform game with bunnies (extra levels)
games,arcade,kdegames,FAIL,,ERROR,105174,games from the official KDE release
games,arcade,ketm,TODO,111069,3,37023,old school 2D-scrolling shooter
games,arcade,kobodeluxe,TODO,67614,3,22538,game of space battle
games,arcade,komi,TODO,407506,11,37046,Single player arcade game with Komi the Space Frog!
games,arcade,koules,TODO,28836,1,28836,abstract space action game
games,arcade,krank,TODO,1838880,72,25540,game of dexterity where you match stones together
games,arcade,kraptor,TODO,279150,10,27915,Classic shoot 'em up scroller game
games,arcade,late,TODO,111204,3,37068,simple game of capturing balls
games,arcade,lbreakout2,TODO,196728,12,16394,ball-and-paddle game with nice graphics
games,arcade,lbreakouthd,TODO,314676,12,26223,ball-and-paddle game
games,arcade,lierolibre,TODO,389004,11,35364,old-school earthworm action game
games,arcade,luola,TODO,394056,13,30312,multiplayer cave-flying game
games,arcade,madbomber,TODO,425232,12,35436,Kaboom! clone
games,arcade,maelstrom,TODO,75402,3,25134,Arcade-style game resembling Asteroids
games,arcade,marsshooter,TODO,1828321,71,25751,ridiculous space shooter governed by the laws of gravity
games,arcade,mirrormagic,TODO,292380,10,29238,Shoot around obstacles to collect energy using your beam.
games,arcade,moon-lander,TODO,276518,11,25138,game based on the classic moon lander
games,arcade,mousetrap,TODO,316580,10,31658,Simple game of ball chasing
games,arcade,mrboom,TODO,282040,10,28204,8 player Bomberman
games,arcade,mrrescue,TODO,534656,16,33416,Mr Rescue is an arcade 2d action game
games,arcade,mu-cade,TODO,538322,17,31666,"physics centipede invasion, smashup waggly shmup"
games,arcade,netmaze,TODO,23132,1,23132,3-D Multiplayer Combat Game
games,arcade,netrek-client-cow,TODO,828612,12,69051,client for netrek online game
games,arcade,neverball,TODO,559510,35,15986,3D floor-tilting game
games,arcade,njam,TODO,321904,11,29264,pacman-like game with multiplayer support
games,arcade,noiz2sa,TODO,686520,18,38140,abstract arcade shooter
games,arcade,open-invaders,TODO,83464,4,20866,Space Invaders clone
games,arcade,orbital-eunuchs-sniper,TODO,498442,14,35603,"anti-terrorist, pro-Eunuchs, satellite sniping game"
games,arcade,overgod,TODO,76396,2,38198,bi-directional scrolling arcade game
games,arcade,pangzero,TODO,498624,14,35616,action game that involves popping balloons with a harpoon
games,arcade,parsec47,TODO,534285,15,35619,retromodern hispeed shmup
games,arcade,passage,TODO,31729,1,31729,game about the passage through life
games,arcade,pekka-kana-2,TODO,367419,13,28263,2D Oldschool platform game where you control a rooster
games,arcade,penguin-command,TODO,300905,11,27355,missile command clone
games,arcade,performous,TODO,212112,8,26514,karaoke game that allows user supplied songs
games,arcade,pianobooster,TODO,3450070,130,26539,Learn the piano just by playing a game
games,arcade,pinball,TODO,284228,14,20302,Emilia Pinball Emulator
games,arcade,pinball-table-gnu,TODO,3696792,22,168036,GNU Pinball table for emilia pinball
games,arcade,pinball-table-hurd,TODO,2688608,16,168038,HURD Pinball table for emilia pinball
games,arcade,plee-the-bear,TODO,1261319,43,29333,2D platform game
games,arcade,pong2,TODO,84942,3,28314,Remake of old arcade classic in OpenGL
games,arcade,powermanga,TODO,520885,19,27415,vertical shoot 'em up with colourful 3D graphics
games,arcade,projectl,TODO,392964,11,35724,sword action shooting
games,arcade,rafkill,TODO,232014,6,38669,vertical shoot'em-up similar to Raptor: Call of the Shadows
games,arcade,ri-li,TODO,474835,23,20645,toy train simulation game
games,arcade,rockdodger,TODO,359900,10,35990,Fly through an asteroid field avoiding rocks and greeblies
games,arcade,rrootage,TODO,467987,13,35999,arcade-style space shooting game
games,arcade,scorched3d,TODO,1319154,43,30678,3D artillery game similar to Scorched Earth
games,arcade,sdl-ball,TODO,302302,13,23254,brick-breaking game like DX-Ball/Arkanoid
games,arcade,snake4,TODO,30693,1,30693,Snake game
games,arcade,solarwolf,TODO,321312,16,20082,Collect the boxes and don't become mad
games,arcade,sopwith,TODO,64150,2,32075,port of the 1980's side-scrolling WWI dogfighting game
games,arcade,spacearyarya,TODO,38829,1,38829,third person shooter in pseudo-3D
games,arcade,spout,FAIL,N/A,N/A,N/A,N/A
games,arcade,starfighter,TODO,1689655,55,30721,2D scrolling shooter game
games,arcade,starvoyager,TODO,59086,2,29543,"2D space arcade game, themed around 'Star Trek' - binary"
games,arcade,supertransball2,TODO,339560,10,33956,Thrust type of game
games,arcade,supertux,TODO,1805220,180,10029,Classic 2D jump 'n run sidescroller with Tux
games,arcade,tatan,TODO,466680,12,38890,pointing STG shooter game
games,arcade,tecnoballz,TODO,373758,11,33978,breaking block game ported from the Amiga platform
games,arcade,teeworlds,TODO,203870,10,20387,online multi-player platform 2D shooter
games,arcade,tenmado,TODO,77804,2,38902,hard-core shoot 'em up game in blue-or-red world
games,arcade,titanion,TODO,622848,16,38928,strike down super high-velocity swooping insects
games,arcade,tomatoes,TODO,496584,18,27588,I Have No Tomatoes - tomato smashing game
games,arcade,torus-trooper,TODO,577881,17,33993,speeding ship sailing through barrage
games,arcade,trackballs,TODO,1383795,45,30751,OpenGL-based game of steering a marble through a labyrinth
games,arcade,transcend,TODO,72382,2,36191,"retro-style, abstract 2D shooter"
games,arcade,triplane,TODO,374022,11,34002,side-scrolling dogfighting game
games,arcade,tumiki-fighters,TODO,579968,16,36248,sticky 2D shooter
games,arcade,tuxmath,TODO,247940,22,11270,math game for kids with Tux
games,arcade,tuxpuck,TODO,46550,2,23275,air hockey game for single players
games,arcade,tuxtype,TODO,370944,23,16128,Educational Typing Tutor Game Starring Tux
games,arcade,val-and-rick,TODO,471484,13,36268,shooter game
