Section,Subsection,Name,Verdict,Score,Cost (MiB),Rank,Description
science,chemistry,pymol,TODO,287320,20,14366,Molecular Graphics System
science,chemistry,python3-amp,FAIL,,ERROR,30538,Atomistic Machine-learning Package (python 3)
science,chemistry,python3-mpiplus,TODO,325134,6,54189,Python GPU framework for alchemical free energy calculations (Python 3)
science,chemistry,python3-openbabel,TODO,152805,5,30561,Chemical toolbox library (Python bindings)
science,chemistry,qutemol,TODO,223811,7,31973,interactive visualization of macromolecules
science,chemistry,rasmol,FAIL,,ERROR,24149,visualization of biological macromolecules
science,chemistry,refmac-dictionary,TODO,,14,,dictionary for macromolecular refinement and model building
science,chemistry,tandem-mass,TODO,27576,1,27576,mass spectrometry software for protein identification
science,chemistry,tinker,FAIL,N/A,N/A,N/A,N/A
science,chemistry,v-sim,TODO,59166,2,29583,Visualize atomic structures
science,chemistry,viewmol,FAIL,N/A,N/A,N/A,N/A
science,chemistry,xbs,TODO,32183,1,32183,3-d models and movies of molecules
science,chemistry,xdrawchem,TODO,160930,5,32186,Chemical structures and reactions editor
science,chemistry,xmakemol,TODO,78118,2,39059,program for visualizing atomic and molecular systems
science,chemistry,xmakemol-gl,TODO,72682,2,36341,program for visualizing atomic and molecular systems (OpenGL)
science,dataacquisition,engauge-digitizer,TODO,74604,3,24868,interactively extracts numbers from bitmap graphs or maps
science,dataacquisition,epics,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,filo,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,g3data,TODO,26154,1,26154,extract data from scanned graphs
science,dataacquisition,ghkl,TODO,196804,4,49201,diffractometer computation control application
science,dataacquisition,hart,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,jaaa,TODO,62280,3,20760,audio signal generator and spectrum analyser
science,dataacquisition,libgetdata-tools,TODO,63259,1,63259,library to read/write dirfile data - extra tools
science,dataacquisition,linux-image-2.6-rt,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,mx-dataacquisition,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,open3d-gui,TODO,3109500,75,41460,Library for 3D data processing - GUI
science,dataacquisition,open3d-tools,TODO,2537260,55,46132,Library for 3D data processing - tools
science,dataacquisition,opendap,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,plot-digitizer,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,python3-pytango,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,python3-sardana,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,qtdmm,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,rt-tests,TODO,54646,1,54646,Test programs for rt kernels
science,dataacquisition,segyio-bin,TODO,182078,1,182078,SEG-Y read/write library for seismic processing (shell utilities)
science,dataacquisition,vnlog,TODO,34043,1,34043,Toolkit to read/write/manipulate whitespace-separated ASCII logs
science,dataacquisition,xenomai-runtime,FAIL,N/A,N/A,N/A,N/A
science,dataacquisition,xyscan,TODO,426370,10,42637,data thief for scientists
science,datamanagement,datalad,FAIL,,ERROR,18970,data files management and distribution platform
science,datamanagement,datalad-container,FAIL,,ERROR,86430,DataLad extension for working with containerized environments
science,datamanagement,git-annex,FAIL,,ERROR,7102,"manage files with git, without checking their contents into git"
science,datamanagement,hdf5-filter-plugin,TODO,198926,2,99463,"external filters for HDF5: LZ4, BZip2, Bitshuffle"
science,datamanagement,hdf5-filter-plugin-blosc-serial,TODO,121304,2,60652,"blocking, shuffling and lossless compression library"
science,datamanagement,hdf5-filter-plugin-zfp-serial,TODO,298392,3,99464,Compression plugin for the HDF5 library using ZFP compression
science,datamanagement,libnexus-dev,TODO,1902225,15,126815,NeXus scientific data file format - development libraries
science,datamanagement,libnexus-java,TODO,380448,3,126816,NeXus scientific data file format - java libraries
science,datamanagement,libplfit-dev,TODO,65223,1,65223,fitting power-law distributions to empirical data -- development
science,datamanagement,nexus-tools,TODO,207333,3,69111,NeXus scientific data file format - applications
science,datamanagement,plfit,TODO,70704,1,70704,fitting power-law distributions to empirical data -- interfaces
science,datamanagement,python3-jdata,TODO,432822,6,72137,JData encoder/decoder for python 3
science,datamanagement,python3-mdp,TODO,231030,6,38505,Modular toolkit for Data Processing
science,datamanagement,python3-nxs,TODO,7184840,41,175240,NeXus scientific data file format - Python 3 binding
science,datamanagement,python3-openpyxl,TODO,19086,2,9543,Python 3 module to read/write OpenXML xlsx/xlsm files
science,datamanagement,python3-opentsne,FAIL,N/A,N/A,N/A,N/A
science,datamanagement,python3-plfit,TODO,175396,1,175396,fitting power-law distributions to empirical data -- Python
science,datamanagement,python3-pyzoltan,TODO,796688,17,46864,Wrapper for the Zoltan data management library
science,datamanagement,virtuoso-opensource,TODO,944220,5,188844,high-performance database
science,economics,dolo,FAIL,N/A,N/A,N/A,N/A
science,economics,dynare,FAIL,,ERROR,58966,platform for handling a wide class of economic models
science,economics,dynare-matlab,FAIL,,ERROR,88733,MATLAB support for Dynare
science,economics,elpa-ess,TODO,40306,2,20153,Emacs mode for statistical programming and data analysis
science,economics,gretl,FAIL,,ERROR,24344,"GNU Regression, Econometric & Time-Series Library"
science,economics,minsky,FAIL,N/A,N/A,N/A,N/A
science,economics,netlogo,FAIL,N/A,N/A,N/A,N/A
science,economics,octave-econometrics,FAIL,,ERROR,162656,econometrics functions for Octave
science,economics,pksfc,FAIL,N/A,N/A,N/A,N/A
science,economics,python3-pandasdmx,FAIL,N/A,N/A,N/A,N/A
science,economics,python3-quantecon,FAIL,N/A,N/A,N/A,N/A
science,economics,r-cran-ecdat,FAIL,N/A,N/A,N/A,N/A
science,economics,r-cran-pdfetch,FAIL,N/A,N/A,N/A,N/A
science,economics,r-cran-vars,FAIL,N/A,N/A,N/A,N/A
science,economics,r-other-bmr,FAIL,N/A,N/A,N/A,N/A
science,economics,r-other-gecon,FAIL,N/A,N/A,N/A,N/A
science,economics,recs,FAIL,N/A,N/A,N/A,N/A
science,economics,repast-hpc,FAIL,N/A,N/A,N/A,N/A
science,economics,repast-symphony,FAIL,N/A,N/A,N/A,N/A
science,economics,science-financial,TODO,73721,1,73721,Debian Science financial engineering and computational finance
science,economics,science-mathematics,TODO,73726,1,73726,Debian Science Mathematics packages
science,economics,science-social,FAIL,N/A,N/A,N/A,N/A
science,economics,science-statistics,TODO,54835,1,54835,Debian Science Statistics packages
science,economics,x13as,TODO,151176,2,75588,seasonal adjustment software for modeling time series
science,electronics,electronics-all,TODO,89228,1,89228,Default selection of tasks for Debian Electronics
science,electrophysiology,aghermann,FAIL,,ERROR,77203,Sleep-research experiment manager
science,electrophysiology,bluespike,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,chronus,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,eeglab,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,eegview,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,libdrawtk-dev,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,libmcpanel-dev,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,mclust,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,meabench,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,neo,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,neurodata,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,nspike,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,openelectrophy,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,patchclamp,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,pymeg,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,python3-bioxtasraw,FAIL,,ERROR,174252,process biological small angle scattering data
science,electrophysiology,qrtailab,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,relacs,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,rtxi,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,science-dataacquisition,TODO,73720,1,73720,Debian Science data acquisition packages
science,electrophysiology,science-neuroscience-modeling,TODO,181795,1,181795,Debian Science packages for modeling of neural systems
science,electrophysiology,sigviewer,TODO,192390,6,32065,"GUI viewer for biosignals such as EEG, EMG, and ECG"
science,electrophysiology,spike,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,spykeview,FAIL,N/A,N/A,N/A,N/A
science,electrophysiology,stimfit,TODO,4454100,60,74235,Program for viewing and analyzing electrophysiological data
science,electrophysiology,trellis-neuro,FAIL,N/A,N/A,N/A,N/A
science,engineering,avl,FAIL,N/A,N/A,N/A,N/A
science,engineering,brlcad,FAIL,N/A,N/A,N/A,N/A
science,engineering,cba,TODO,288900,6,48150,Continuous Beam Analysis
science,engineering,cgns-convert,TODO,144636,3,48212,CFD General Notation System - Conversion tools
science,engineering,code-aster,FAIL,N/A,N/A,N/A,N/A
science,engineering,code-aster-gui,FAIL,N/A,N/A,N/A,N/A
science,engineering,diet-agent,FAIL,N/A,N/A,N/A,N/A
science,engineering,eficas,FAIL,N/A,N/A,N/A,N/A
science,engineering,feel++-apps,FAIL,N/A,N/A,N/A,N/A
science,engineering,freecad,FAIL,,ERROR,15606,Extensible Open Source CAx program
science,engineering,gerris,FAIL,,ERROR,32552,Fluid Flow Solver
science,engineering,gmsh,TODO,677402,41,16522,Three-dimensional finite element mesh generator
science,engineering,hdfview,FAIL,N/A,N/A,N/A,N/A
science,engineering,librecad,TODO,52031,7,7433,Computer-aided design (CAD) system
science,engineering,libsilo-bin,TODO,527224,8,65903,Utilities to manipulate libsilo files
science,engineering,logcentral,FAIL,N/A,N/A,N/A,N/A
science,engineering,logcentral-tools,FAIL,N/A,N/A,N/A,N/A
science,engineering,metis-edf,TODO,45900,1,45900,Family of Multilevel Partitioning Algorithms
science,engineering,netgen,TODO,1562484,44,35511,Automatic 3d tetrahedral mesh generator
science,engineering,openmeca,FAIL,N/A,N/A,N/A,N/A
science,engineering,persalys,TODO,5121216,96,53346,GUI for uncertainty treatment and variabilities management
science,engineering,pycgns,FAIL,N/A,N/A,N/A,N/A
science,engineering,python3-openturns,TODO,6651048,92,72294,Python3 front-end of OpenTURNS (aka TUI)
science,engineering,python3-persalys,TODO,5205888,96,54228,GUI for uncertainty treatment (Python bindings)
science,engineering,sailcut,TODO,38779,1,38779,Sail design and plotting software
science,engineering,salome-gui,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-jobmanager,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-kernel,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-med,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-paravis,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-smesh,FAIL,N/A,N/A,N/A,N/A
science,engineering,salome-yacs,FAIL,N/A,N/A,N/A,N/A
science,engineering,sfc,FAIL,N/A,N/A,N/A,N/A
science,engineering,solvespace,TODO,131784,8,16473,Parametric 2d/3d CAD
science,engineering,syrthes,FAIL,,ERROR,55114,Transient thermal simulations in complex solid geometries
science,engineering,tochnog,FAIL,N/A,N/A,N/A,N/A
science,engineering,varkon,FAIL,N/A,N/A,N/A,N/A
science,financial,libstopt-dev,FAIL,,ERROR,51925,library for stochastic optimization problems (development package)
science,financial,python3-stopt,TODO,488970,9,54330,library for stochastic optimization problems (Python 3 bindings)
science,financial,r-cran-fasianoptions,FAIL,N/A,N/A,N/A,N/A
science,financial,r-cran-fexoticoptions,FAIL,N/A,N/A,N/A,N/A
science,financial,r-cran-foptions,FAIL,N/A,N/A,N/A,N/A
science,geography,earth3d,FAIL,N/A,N/A,N/A,N/A
science,geography,gis-workstation,TODO,94938,1,94938,Geographic Information Systems (GIS) workstation
science,geography,googleearth-package,FAIL,N/A,N/A,N/A,N/A
science,geography,gosmore,FAIL,N/A,N/A,N/A,N/A
science,geography,gpsman,TODO,45904,2,22952,GPS data graphical manager
science,geography,gpsmanshp,FAIL,,ERROR,32592,Tcl interface to shapelib
science,geography,gpx2shp,FAIL,N/A,N/A,N/A,N/A
science,geography,grass,FAIL,,ERROR,98453,Geographic Resources Analysis Support System (GRASS GIS)
science,geography,hyantesite,FAIL,N/A,N/A,N/A,N/A
science,geography,josm,TODO,1162310,94,12365,Editor for OpenStreetMap
science,geography,mapnik-utils,TODO,735840,30,24528,C++ toolkit for developing GIS applications (utilities)
science,geography,osm2pgsql,TODO,202880,10,20288,OpenStreetMap data to PostgreSQL converter
science,geography,pgadmin3,FAIL,N/A,N/A,N/A,N/A
science,geography,python3-spaghetti,FAIL,N/A,N/A,N/A,N/A
science,geography,qgis,FAIL,,ERROR,7812,Geographic Information System (GIS)
science,geography,qgis-plugin-grass,FAIL,,ERROR,8434,GRASS plugin for QGIS
science,geography,sumo,TODO,3690293,67,55079,Simulation of Urban MObility (SUMO)
science,geography,viking,TODO,896832,72,12456,"GPS data editor, analyzer and viewer"
science,geometry,carmetal,TODO,1173060,45,26068,dynamic geometry software with highly ergonomic UI
science,geometry,drgeo,FAIL,N/A,N/A,N/A,N/A
science,geometry,geogebra-kde,FAIL,N/A,N/A,N/A,N/A
science,geometry,libgeometry-primitive-perl,TODO,74610,2,37305,module to represent geometric entities
science,geometry,libgismo-dev,FAIL,N/A,N/A,N/A,N/A
science,geometry,libopengv-dev,TODO,129569,1,129569,Computer vision methods for solving geometric vision problems.
science,geometry,octave-geometry,FAIL,,ERROR,162669,extension of MatGeom functionality in Octave
science,geometry,python3-gengeo,TODO,83714,2,41857,DEMGenGeo is a library for creating geometry files (Python 3)
science,geometry,python3-opengv,TODO,72290,1,72290,Computer vision methods for solving geometric vision problems.
science,geometry,salome-geom,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,cernlib,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,cernlib-base,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,cernlib-core,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,cernlib-extras,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,cernlib-montecarlo,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,dials,FAIL,,ERROR,87471,Diffraction Integration for Advanced Light Sources
science,highenergy-physics,dzedit,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,geant321,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,geant321-doc,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,geant4,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,herwig++,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,kuipc,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,kxterm,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,lhapdf-pdfsets-minimal,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-bindings-python5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-bindings-ruby5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-core5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-geom5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf2d-gpad5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf2d-graf5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf2d-postscript5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf3d-eve5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf3d-g3d5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-graf3d-gl5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-gui-ged5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-gui5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-hist-spectrum5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-hist5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-html5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-io-xmlparser5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-io5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-foam5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-genvector5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-mathcore5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-mathmore5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-matrix5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-minuit5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-mlp5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-physics5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-quadp5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-smatrix5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-splot5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-math-unuran5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-misc-memstat5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-misc-minicern5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-misc-table5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-montecarlo-eg5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-montecarlo-vmc5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-net-auth5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-net-bonjour5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-net-ldap5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-net5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-proof-proofplayer5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-proof5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-roofit5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-tmva5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-tree-treeplayer5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,libroot-tree5.34,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,looptools,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,nypatchy,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,octave-lhapdf,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,paw,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,paw++,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,paw-demos,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,pawserv,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,pythia8-root-interface,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,rivet,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,rivet-plugins,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,rivet-root-converter,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-macro-fastjet,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-geom-gdml,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-geom-geombuilder,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-geom-geompainter,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-graf2d-asimage,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-graf2d-qt,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-graf2d-x11,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-graf3d-x3d,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-gui-fitpanel,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-gui-guibuilder,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-gui-qt,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-gui-sessionviewer,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-hist-hbook,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-hist-histpainter,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-hist-spectrumpainter,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-io-sql,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-io-xml,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-math-fftw3,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-math-fumili,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-math-minuit2,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-montecarlo-pythia8,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-net-globus,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-net-krb5,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-sql-mysql,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-sql-odbc,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-sql-pgsql,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-plugin-tree-treeviewer,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system-bin,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system-common,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system-doc,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system-proofd,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,root-system-rootd,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,sdpb,TODO,147554,2,73777,Semidefinite program solver
science,highenergy-physics,thepeg,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,thepeg-gui,FAIL,N/A,N/A,N/A,N/A
science,highenergy-physics,zftp,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis-dev,libcv-dev,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis-dev,libcvd-dev,TODO,2480500,22,112750,"C++ library for computer vision, image, and video processing - devel files"
science,imageanalysis-dev,liblimereg-dev,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis-dev,libvisad-java,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis-dev,python3-vigra,TODO,761222,14,54373,Python3 bindings for the C++ computer vision library
science,imageanalysis,gpiv,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis,gpivtools,FAIL,N/A,N/A,N/A,N/A
science,imageanalysis,gwyddion,TODO,103760,5,20752,Scanning Probe Microscopy visualization and analysis tool
science,imageanalysis,libcvd-tools,TODO,2367771,21,112751,"C++ library for computer vision, image, and video processing - tools"
science,imageanalysis,limereg,FAIL,N/A,N/A,N/A,N/A
science,linguistics,apertium-eval-translator,TODO,56203,1,56203,Evaluate machine translation output against reference
science,linguistics,apertium-pol-szl,TODO,312444,4,78111,Apertium translation data for the Polish-Silesian pair
science,linguistics,artha,TODO,124495,7,17785,Handy off-line thesaurus based on WordNet
science,linguistics,collatinus,TODO,258018,6,43003,lemmatisation of latin text
science,linguistics,fasttext,TODO,43303,1,43303,Efficient learning of word representations and sentence classification library
science,linguistics,giella-sme,FAIL,N/A,N/A,N/A,N/A
science,linguistics,libapache-opennlp-java,FAIL,,ERROR,49943,machine learning based toolkit for the processing of natural language text
science,linguistics,libfasttext-dev,TODO,114871,1,114871,Header files of fastText
science,linguistics,libmbt-dev,TODO,125017,1,125017,memory-based tagger-generator and tagger - development
science,linguistics,libopennlp-maxent-java,TODO,129652,1,129652,OpenNLP Maximum Entropy Package
science,linguistics,libsentencepiece-dev,TODO,139198,1,139198,Header files of SentencePiece
science,linguistics,libticcutils-dev,TODO,,1,,utility functions used in the context of Natural Language Processing (headers)
science,linguistics,libticcutils2-dev,FAIL,N/A,N/A,N/A,N/A
science,linguistics,libtimbl-dev,TODO,141694,1,141694,Tilburg Memory Based Learner - development
science,linguistics,libtimblserver-dev,TODO,,1,,Server extensions for Timbl - development
science,linguistics,libucto-dev,TODO,284656,2,142328,Unicode Tokenizer - development
science,linguistics,opennlp,FAIL,,ERROR,53193,wrapper for Apache OpenNLP natural language text processing toolkit
science,linguistics,python3-fasttext,TODO,432126,6,72021,fastText binding for Python3
science,linguistics,python3-gensim,FAIL,,ERROR,54130,Python framework for fast Vector Space Modelling
science,linguistics,python3-sentencepiece,TODO,46884,1,46884,SentencePiece binding for Python3
science,linguistics,python3-thinc,TODO,1847628,34,54342,Practical Machine Learning for NLP in Python
science,linguistics,python3-timbl,FAIL,N/A,N/A,N/A,N/A
science,linguistics,sentencepiece,TODO,47242,1,47242,Unsupervised text tokenizer and detokenizer
science,linguistics,sequitur-g2p,FAIL,N/A,N/A,N/A,N/A
science,linguistics,spacy,FAIL,N/A,N/A,N/A,N/A
science,linguistics,tfdocgen,TODO,,1,,TiLP framework documentation generator
science,linguistics,travatar,FAIL,N/A,N/A,N/A,N/A
science,linguistics,wnsqlbuilder,FAIL,N/A,N/A,N/A,N/A
science,linguistics,wordnet,TODO,90580,7,12940,electronic lexical database of English language
science,logic,agda,FAIL,,ERROR,77168,dependently typed functional programming language
science,logic,alt-ergo,FAIL,N/A,N/A,N/A,N/A
science,logic,coala,FAIL,N/A,N/A,N/A,N/A
science,logic,cvc3,FAIL,N/A,N/A,N/A,N/A
science,logic,cvc4,TODO,301476,7,43068,automated theorem prover for SMT problems
science,logic,depqbf,TODO,58586,1,58586,solver for quantified boolean formulae
science,logic,gringo,TODO,47664,2,23832,grounding tools for (disjunctive) logic programs
science,logic,mace2,FAIL,N/A,N/A,N/A,N/A
science,logic,matita,FAIL,N/A,N/A,N/A,N/A
science,logic,proofgeneral,FAIL,,ERROR,28321,generic frontend for proof assistants
science,logic,prover9,FAIL,N/A,N/A,N/A,N/A
science,logic,why,FAIL,N/A,N/A,N/A,N/A
science,logic,why3,FAIL,,ERROR,36298,Software verification platform
science,mathematics,agda,FAIL,,ERROR,77168,dependently typed functional programming language
science,mathematics,axiom,FAIL,,ERROR,32247,General purpose computer algebra system: main binary and modules
science,mathematics,coinor-libbonmin-dev,FAIL,,ERROR,83994,COIN-OR mixed integer programming (developer files)
science,mathematics,eprover,TODO,179256,2,89628,Equational theorem prover
science,mathematics,feel++-apps,FAIL,N/A,N/A,N/A,N/A
science,mathematics,form,TODO,330993,9,36777,Symbolic manipulation system
science,mathematics,fplll-tools,TODO,196068,4,49017,Tools to compute LLL-reduction of Euclidian lattices
science,mathematics,freefem++,TODO,825949,19,43471,Provides the binaries of the FreeFem++ FE suite
science,mathematics,freefem3d,FAIL,N/A,N/A,N/A,N/A
science,mathematics,freemat,FAIL,N/A,N/A,N/A,N/A
science,mathematics,gap,TODO,403780,13,31060,"computer algebra system for Groups, Algorithms and Programming"
science,mathematics,gap-prim-groups,FAIL,N/A,N/A,N/A,N/A
science,mathematics,gap-small-groups,FAIL,N/A,N/A,N/A,N/A
science,mathematics,gap-small-groups-extra,FAIL,N/A,N/A,N/A,N/A
science,mathematics,gap-trans-groups,FAIL,N/A,N/A,N/A,N/A
science,mathematics,geneagrapher,TODO,87086,2,43543,Create tree from Mathematics Genealogy Project (executable)
science,mathematics,geogebra,TODO,784420,65,12068,Dynamic mathematics software for education
